scene,video,frame,video_length,mse,phase
R03,01,278,720,0.009749175980687141,76
R03,01,279,720,0.009788796305656433,77
R03,01,280,720,0.009771635755896568,77
R03,01,281,720,0.009758836589753628,78
R03,01,282,720,0.009779323823750019,65
R03,01,283,720,0.00979427620768547,66
R03,01,284,720,0.009782213717699051,78
R03,01,285,720,0.00982663407921791,78
R03,01,286,720,0.009827769361436367,78
R03,01,287,720,0.00984150730073452,78
R03,01,288,720,0.009770665317773819,78
R03,01,289,720,0.009779895655810833,78
R03,01,290,720,0.009761186316609383,78
R03,01,291,720,0.00979869719594717,78
R03,01,292,720,0.009811343625187874,66
R03,01,293,720,0.009859126061201096,66
R03,01,294,720,0.009852105751633644,66
R03,01,295,720,0.009862152859568596,66
R03,01,296,720,0.009861412458121777,66
R03,01,297,720,0.009905705228447914,66
R03,01,298,720,0.00991210900247097,67
R03,01,299,720,0.00993009377270937,67
R03,01,300,720,0.009869661182165146,67
R03,01,301,720,0.009893914684653282,67
R03,01,302,720,0.009843915700912476,67
R03,01,303,720,0.009845588356256485,67
R03,01,304,720,0.009808523580431938,119
R03,01,305,720,0.009790157899260521,119
R03,01,306,720,0.009786715731024742,119
R03,01,307,720,0.009827946312725544,119
R03,01,308,720,0.009878193959593773,119
R03,01,309,720,0.00992691982537508,119
R03,01,310,720,0.009913329035043716,119
R03,01,311,720,0.009980334900319576,119
R03,01,312,720,0.010030968114733696,80
R03,01,313,720,0.010107820853590965,81
R03,01,314,720,0.01012695487588644,81
R03,01,315,720,0.010138106532394886,82
R03,01,316,720,0.01015264168381691,82
R03,01,317,720,0.010120048187673092,83
R03,01,318,720,0.010069707408547401,83
R03,01,319,720,0.010057510808110237,84
R03,01,320,720,0.01003915723413229,86
R03,01,321,720,0.010047215037047863,86
R03,01,322,720,0.010024093091487885,86
R03,01,323,720,0.010076835751533508,86
R03,01,324,720,0.010015035979449749,86
R03,01,325,720,0.010064254514873028,86
R03,01,326,720,0.009978532791137695,86
R03,01,327,720,0.010039560496807098,87
R03,01,328,720,0.010076837614178658,87
R03,01,329,720,0.01017636340111494,88
R03,01,330,720,0.010077046230435371,67
R03,01,331,720,0.010085085406899452,67
R03,01,332,720,0.009998675435781479,67
R03,01,333,720,0.010000141337513924,67
R03,01,334,720,0.010051066987216473,67
R03,01,335,720,0.010105474852025509,67
R03,01,336,720,0.010158335790038109,67
R03,01,337,720,0.01013178937137127,67
R03,01,338,720,0.010096411220729351,119
R03,01,339,720,0.01003914512693882,67
R03,01,340,720,0.009888922795653343,67
R03,01,341,720,0.009947782382369041,67
R03,01,342,720,0.0100361043587327,67
R03,01,343,720,0.01010183896869421,67
R03,01,344,720,0.01007848884910345,67
R03,01,345,720,0.01012495905160904,67
R03,01,346,720,0.010086826980113983,67
R03,01,347,720,0.010109279304742813,194
R03,01,348,720,0.01009340863674879,93
R03,01,349,720,0.010078977793455124,93
R03,01,350,720,0.010040740482509136,93
R03,01,351,720,0.010078532621264458,93
R03,01,352,720,0.010149883106350899,93
R03,01,353,720,0.010157748125493526,93
R03,01,354,720,0.010118160396814346,93
R03,01,355,720,0.010149112902581692,94
R03,01,356,720,0.010143587365746498,95
R03,01,357,720,0.010138987563550472,95
R03,01,358,720,0.01011422835290432,95
R03,01,359,720,0.01020591240376234,95
R03,01,360,720,0.010195556096732616,96
R03,01,361,720,0.010319361463189125,96
R03,01,362,720,0.010307054035365582,97
R03,01,363,720,0.010323584079742432,98
R03,01,364,720,0.010321203619241714,98
R03,01,365,720,0.010346299037337303,98
R03,01,366,720,0.010428055189549923,98
R03,01,367,720,0.010458899661898613,98
R03,01,368,720,0.010463200509548187,99
R03,01,369,720,0.010513055138289928,99
R03,01,370,720,0.010362925007939339,99
R03,01,371,720,0.010335459373891354,99
R03,01,372,720,0.010234197601675987,99
R03,01,373,720,0.010218169540166855,99
R03,01,374,720,0.010176857933402061,99
R03,01,375,720,0.010235115885734558,99
R03,01,376,720,0.010178903117775917,99
R03,01,377,720,0.010216995142400265,100
R03,01,378,720,0.010122123174369335,100
R03,01,379,720,0.010132724419236183,101
R03,01,380,720,0.010035306215286255,101
R03,01,381,720,0.010104241780936718,101
R03,01,382,720,0.010189643129706383,101
R03,01,383,720,0.010303007438778877,101
R03,01,384,720,0.010288551449775696,101
R03,01,385,720,0.010387158021330833,101
R03,01,386,720,0.01022927463054657,101
R03,01,387,720,0.0102951405569911,101
R03,01,388,720,0.010365799069404602,101
R03,01,389,720,0.010355613194406033,101
R03,01,390,720,0.010351873934268951,101
R03,01,391,720,0.010382397100329399,102
R03,01,392,720,0.010349019430577755,102
R03,01,393,720,0.010420635342597961,102
R03,01,394,720,0.010303452610969543,102
R03,01,395,720,0.010407540947198868,107
R03,01,396,720,0.010330740362405777,107
R03,01,397,720,0.010430872440338135,108
R03,01,398,720,0.010273427702486515,108
R03,01,399,720,0.010368109680712223,108
R03,01,400,720,0.010208365507423878,108
R03,01,401,720,0.010241697542369366,109
R03,01,402,720,0.01018626056611538,109
R03,01,403,720,0.01021897979080677,109
R03,01,404,720,0.010125781409442425,109
R03,01,405,720,0.010211534798145294,109
R03,01,406,720,0.010299833491444588,108
R03,01,407,720,0.010320562869310379,109
R03,01,408,720,0.010215256363153458,109
R03,01,409,720,0.010201790370047092,109
R03,01,410,720,0.010209588333964348,109
R03,01,411,720,0.010334483347833157,109
R03,01,412,720,0.010359709151089191,109
R03,01,413,720,0.010370196774601936,109
R03,01,414,720,0.01024618186056614,109
R03,01,415,720,0.010324819013476372,110
R03,01,416,720,0.0102152768522501,110
R03,01,417,720,0.010162115097045898,110
R03,01,418,720,0.010163962841033936,110
R03,01,419,720,0.010185593739151955,110
R03,01,420,720,0.010238206945359707,111
R03,01,421,720,0.010221685282886028,111
R03,01,422,720,0.010301790200173855,112
R03,01,423,720,0.010299465619027615,113
R03,01,424,720,0.010311387479305267,113
R03,01,425,720,0.01032998040318489,120
R03,01,426,720,0.010363408364355564,120
R03,01,427,720,0.010381374508142471,120
R03,01,428,720,0.01037812139838934,120
R03,01,429,720,0.010355818085372448,120
R03,01,430,720,0.010335134342312813,120
R03,01,431,720,0.010263290256261826,120
R03,01,432,720,0.010236739180982113,119
R03,01,433,720,0.010288125835359097,119
R03,01,434,720,0.010651818476617336,120
R03,01,435,720,0.011036606505513191,120
R03,01,436,720,0.011564334854483604,120
R03,01,437,720,0.013170493766665459,120
R03,01,438,720,0.01303041260689497,120
R03,01,439,720,0.014619632624089718,116
R03,01,440,720,0.013135327026247978,121
R03,01,441,720,0.014553150162100792,121
R03,01,442,720,0.014289885759353638,121
R03,01,443,720,0.014841645956039429,123
R03,01,444,720,0.01409317459911108,122
R03,01,445,720,0.014006569981575012,122
R03,01,446,720,0.013615645468235016,123
R03,01,447,720,0.012872091494500637,123
R03,01,448,720,0.011708986014127731,123
R03,01,449,720,0.012377781793475151,123
R03,01,450,720,0.011041763238608837,123
R03,01,451,720,0.011063775047659874,119
R03,01,452,720,0.011434170417487621,119
R03,01,453,720,0.011674339883029461,120
R03,01,454,720,0.011996068060398102,125
R03,01,455,720,0.012530578300356865,125
R03,01,456,720,0.012028242461383343,125
R03,01,457,720,0.012830423191189766,126
R03,01,458,720,0.012507133185863495,126
R03,01,459,720,0.012958230450749397,126
R03,01,460,720,0.011800836771726608,127
R03,01,461,720,0.012995953671634197,127
R03,01,462,720,0.01183411106467247,123
R03,01,463,720,0.012562071904540062,127
R03,01,464,720,0.011835357174277306,131
R03,01,465,720,0.01263469085097313,131
R03,01,466,720,0.011344745755195618,131
R03,01,467,720,0.011547650210559368,131
R03,01,468,720,0.010995305143296719,132
R03,01,469,720,0.010911837220191956,132
R03,01,470,720,0.010802142322063446,132
R03,01,471,720,0.01046542264521122,133
R03,01,472,720,0.010211408138275146,134
R03,01,473,720,0.009260192513465881,134
R03,01,474,720,0.00976449903100729,134
R03,01,475,720,0.009640919975936413,134
R03,01,476,720,0.009249063208699226,134
R03,01,477,720,0.008759783580899239,186
R03,01,478,720,0.008792601525783539,187
R03,01,479,720,0.009492714889347553,61
R03,01,480,720,0.009188458323478699,186
R03,01,481,720,0.009491407312452793,61
R03,01,482,720,0.010029774159193039,126
R03,01,483,720,0.010768668726086617,121
R03,01,484,720,0.010471860878169537,130
R03,01,485,720,0.011266804300248623,133
R03,01,486,720,0.010838713496923447,133
R03,01,487,720,0.010847276076674461,134
R03,01,488,720,0.009824315086007118,134
R03,01,489,720,0.009842581115663052,134
R03,01,490,720,0.009358949959278107,134
R03,01,491,720,0.009295934811234474,134
R03,01,492,720,0.008908361196517944,134
R03,01,493,720,0.008915260434150696,135
R03,01,494,720,0.008922351524233818,135
R03,01,495,720,0.008868305012583733,136
R03,01,496,720,0.008927397429943085,136
R03,01,497,720,0.008968302980065346,136
R03,01,498,720,0.008960681967437267,143
R03,01,499,720,0.008980915881693363,139
R03,01,500,720,0.008864013478159904,139
R03,01,501,720,0.00894973985850811,139
R03,01,502,720,0.009014498442411423,139
R03,01,503,720,0.009017948992550373,139
R03,01,504,720,0.009049981832504272,138
R03,01,505,720,0.00907387025654316,139
R03,01,506,720,0.009068278595805168,139
R03,01,507,720,0.009191393852233887,141
R03,01,508,720,0.00916033424437046,142
R03,01,509,720,0.009256647899746895,142
R03,01,510,720,0.009054879657924175,142
R03,01,511,720,0.008937293663620949,141
R03,01,512,720,0.008900465443730354,15
R03,01,513,720,0.008960295468568802,141
R03,01,514,720,0.008892028592526913,141
R03,01,515,720,0.009030289947986603,141
R03,01,516,720,0.008929278701543808,7
R03,01,517,720,0.008988989517092705,141
R03,01,518,720,0.008962638676166534,8
R03,01,519,720,0.008986442349851131,134
R03,01,520,720,0.008867566473782063,134
R03,01,521,720,0.009014281444251537,134
R03,01,522,720,0.009108217433094978,143
R03,01,523,720,0.009196104481816292,143
R03,01,524,720,0.009040088392794132,143
R03,01,525,720,0.008977338671684265,144
R03,01,526,720,0.00886468030512333,144
R03,01,527,720,0.008886657655239105,145
R03,01,528,720,0.008886046707630157,145
R03,01,529,720,0.008902507834136486,145
R03,01,530,720,0.008769418112933636,145
R03,01,531,720,0.008701812475919724,146
R03,01,532,720,0.008683218620717525,146
R03,01,533,720,0.008748619817197323,140
R03,01,534,720,0.008751973509788513,141
R03,01,535,720,0.00877394899725914,141
R03,01,536,720,0.00872880220413208,146
R03,01,537,720,0.008726516738533974,141
R03,01,538,720,0.008728133514523506,146
R03,01,539,720,0.008792070671916008,142
R03,01,540,720,0.008789055049419403,150
R03,01,541,720,0.008808985352516174,148
R03,01,542,720,0.008850455284118652,150
R03,01,543,720,0.008864836767315865,150
R03,01,544,720,0.008852696046233177,150
R03,01,545,720,0.008870074525475502,142
R03,01,546,720,0.008888771757483482,142
R03,01,547,720,0.008843713440001011,150
R03,01,548,720,0.008962376974523067,21
R03,01,549,720,0.009045285172760487,21
R03,01,550,720,0.008966411463916302,21
R03,01,551,720,0.008994193747639656,21
R03,01,552,720,0.008848472498357296,143
R03,01,553,720,0.008813413791358471,144
R03,01,554,720,0.00875922292470932,144
R03,01,555,720,0.008806887082755566,143
R03,01,556,720,0.008703193627297878,143
R03,01,557,720,0.008759601041674614,146
R03,01,558,720,0.008805731311440468,145
R03,01,559,720,0.008832096122205257,145
R03,01,560,720,0.008808066137135029,145
R03,01,561,720,0.00883773248642683,146
R03,01,562,720,0.0088887270539999,146
R03,01,563,720,0.008964980021119118,145
R03,01,564,720,0.008965294808149338,145
R03,01,565,720,0.008938102051615715,145
R03,01,566,720,0.008925601840019226,146
R03,01,567,720,0.008939757943153381,146
R03,01,568,720,0.00887646060436964,146
R03,01,569,720,0.008919630199670792,146
R03,01,570,720,0.008927717804908752,150
R03,01,571,720,0.00896584615111351,150
R03,01,572,720,0.008986162021756172,150
R03,01,573,720,0.008945409208536148,150
R03,01,574,720,0.008936314843595028,150
R03,01,575,720,0.009026402607560158,150
R03,01,576,720,0.009082896634936333,151
R03,01,577,720,0.009101863019168377,161
R03,01,578,720,0.009056073613464832,161
R03,01,579,720,0.00907242950052023,161
R03,01,580,720,0.008962572552263737,42
R03,01,581,720,0.008887477219104767,43
R03,01,582,720,0.008886466734111309,42
R03,01,583,720,0.00889758113771677,42
R03,01,584,720,0.008931326679885387,31
R03,01,585,720,0.00888175517320633,31
R03,01,586,720,0.008876537904143333,43
R03,01,587,720,0.008829830214381218,31
R03,01,588,720,0.008814314380288124,155
R03,01,589,720,0.008858267217874527,155
R03,01,590,720,0.008858636021614075,32
R03,01,591,720,0.008905194699764252,32
R03,01,592,720,0.008964462205767632,32
R03,01,593,720,0.009068010374903679,32
R03,01,594,720,0.009065121412277222,32
R03,01,595,720,0.009106799960136414,32
R03,01,596,720,0.009074782021343708,32
R03,01,597,720,0.009107762947678566,33
R03,01,598,720,0.009085249155759811,33
R03,01,599,720,0.009017681702971458,33
R03,01,600,720,0.00892510823905468,33
R03,01,601,720,0.008951275609433651,154
R03,01,602,720,0.009009307250380516,155
R03,01,603,720,0.009043008089065552,159
R03,01,604,720,0.009060937911272049,160
R03,01,605,720,0.009072378277778625,168
R03,01,606,720,0.009077129885554314,160
R03,01,607,720,0.009091692045331001,160
R03,01,608,720,0.00913763977587223,160
R03,01,609,720,0.009171689860522747,160
R03,01,610,720,0.009220397099852562,160
R03,01,611,720,0.009282908402383327,160
R03,01,612,720,0.009230516850948334,160
R03,01,613,720,0.009202087298035622,160
R03,01,614,720,0.009118462912738323,160
R03,01,615,720,0.009031358174979687,160
R03,01,616,720,0.008936586789786816,161
R03,01,617,720,0.008923363871872425,161
R03,01,618,720,0.008917342871427536,160
R03,01,619,720,0.008897829800844193,161
R03,01,620,720,0.008862476795911789,161
R03,01,621,720,0.008956395089626312,161
R03,01,622,720,0.008973466232419014,161
R03,01,623,720,0.008983413688838482,169
R03,01,624,720,0.008959151804447174,169
R03,01,625,720,0.009017168544232845,44
R03,01,626,720,0.008952905423939228,120
R03,01,627,720,0.0089104063808918,86
R03,01,628,720,0.00886840932071209,154
R03,01,629,720,0.008851787075400352,108
R03,01,630,720,0.008881059475243092,176
R03,01,631,720,0.008885335177183151,45
R03,01,632,720,0.008891843259334564,45
R03,01,633,720,0.008983979001641273,47
R03,01,634,720,0.008969701826572418,47
R03,01,635,720,0.008977165445685387,47
R03,01,636,720,0.008965087123215199,53
R03,01,637,720,0.008973306976258755,53
R03,01,638,720,0.00905296765267849,53
R03,01,639,720,0.00911160372197628,53
R03,01,640,720,0.009120956063270569,53
R03,01,641,720,0.009160935878753662,171
R03,01,642,720,0.009193051606416702,170
R03,01,643,720,0.009214506484568119,171
R03,01,644,720,0.009137788787484169,171
R03,01,645,720,0.009120164439082146,171
R03,01,646,720,0.009098962880671024,172
R03,01,647,720,0.009064625948667526,172
R03,01,648,720,0.009011208079755306,172
R03,01,649,720,0.009030922316014767,173
R03,01,650,720,0.009054847061634064,173
R03,01,651,720,0.009050770662724972,173
R03,01,652,720,0.009104490280151367,174
R03,01,653,720,0.009119566529989243,174
R03,01,654,720,0.009128830395638943,174
R03,01,655,720,0.009128028526902199,175
R03,01,656,720,0.009095573797821999,175
R03,01,657,720,0.009084015153348446,175
R03,01,658,720,0.00910295732319355,175
R03,01,659,720,0.009088072925806046,175
R03,01,660,720,0.00899827852845192,175
R03,01,661,720,0.009038912132382393,173
R03,01,662,720,0.009053884074091911,173
R03,01,663,720,0.009057166054844856,173
R03,01,664,720,0.009061865508556366,173
R03,01,665,720,0.009066887199878693,145
R03,01,666,720,0.009065277874469757,55
R03,01,667,720,0.009046821855008602,55
R03,01,668,720,0.009013033472001553,55
R03,01,669,720,0.009053243324160576,55
R03,01,670,720,0.009116677567362785,55
R03,01,671,720,0.009181712754070759,182
R03,01,672,720,0.009442150592803955,56
R03,01,673,720,0.009679330512881279,183
R03,01,674,720,0.009422063827514648,183
R03,01,675,720,0.009640753269195557,184
R03,01,676,720,0.009674004279077053,184
R03,01,677,720,0.009834859520196915,184
R03,01,678,720,0.009441565722227097,184
R03,01,679,720,0.009683352895081043,186
R03,01,680,720,0.009431609883904457,184
R03,01,681,720,0.009529687464237213,185
R03,01,682,720,0.009508185088634491,186
R03,01,683,720,0.009797301143407822,186
R03,01,684,720,0.009065731428563595,186
R03,01,685,720,0.009447573684155941,186
R03,01,686,720,0.009145433083176613,189
R03,01,687,720,0.009052631445229053,187
R03,01,688,720,0.008948029950261116,187
R03,01,689,720,0.008699055761098862,188
R03,01,690,720,0.008533868938684464,190
R03,01,691,720,0.008566244505345821,189
R03,01,692,720,0.008457771502435207,189
R03,01,693,720,0.008501885458827019,190
R03,01,694,720,0.008289211429655552,191
R03,01,695,720,0.008294811472296715,190
R03,01,696,720,0.008187305182218552,191
R03,01,697,720,0.008180810138583183,191
R03,01,698,720,0.008219956420361996,192
R03,01,699,720,0.008245594799518585,191
R03,01,700,720,0.008181906305253506,191
R03,01,701,720,0.008205578662455082,192
R03,01,702,720,0.008218038827180862,192
R03,01,703,720,0.008213945664465427,192
R03,01,704,720,0.008217032998800278,192
R03,01,705,720,0.008214732632040977,193
