scene,video,variant,frame,source_frame,phase,label,unconditional,top3_weighted,time5,time21,appearance_time_max
R01,03,normal,41,41,40,0,0.010856229811906815,0.0209343358874321,1.6,1.8374384236453185,0.3466023261650729
R01,03,normal,42,42,40,0,0.01068629790097475,0.021759100258350372,0.8551724137931046,1.313628899835796,0.36025765543061533
R01,03,normal,43,43,40,0,0.010915141552686691,0.021915210410952568,0.8,1.392446633825944,0.36284231549916757
R01,03,normal,44,44,42,0,0.011389423161745071,0.022009538486599922,0.8,1.1986863711001647,0.36440407177449685
R01,03,normal,45,45,42,0,0.010686567984521389,0.022135412320494652,0.7448275862068954,1.1461412151067332,0.3664881199079474
R01,03,normal,46,46,42,0,0.01064509991556406,0.022013720124959946,1.5448275862068954,1.5894909688013137,0.3644733056680657
R01,03,normal,47,47,42,0,0.011336139403283596,0.023447595536708832,2.4,2.2857142857142856,0.3882134689966492
R01,03,normal,48,48,48,0,0.010310481302440166,0.022354887798428535,2.4,2.761904761904762,0.44049863817305707
R01,03,normal,49,49,48,0,0.011066650040447712,0.02261490747332573,1.5448275862068954,1.9031198686371096,0.3744269499835603
R01,03,normal,50,50,48,0,0.010021152906119823,0.021135671064257622,1.0344827586206862,1.3464696223316903,0.34993576081529637
R01,03,normal,51,51,48,0,0.010906457901000977,0.021458353847265244,0.7448275862068954,1.1247947454843992,0.35527830446250164
R01,03,normal,52,52,48,0,0.010466751642525196,0.021412361413240433,0.8,1.3661740558292277,0.3545168241506966
R01,03,normal,53,53,50,0,0.009995242580771446,0.022131772711873055,0.8,1.169129720853858,0.36642786020726426
R01,03,normal,54,54,50,0,0.009886729530990124,0.021357666701078415,0.8551724137931046,1.3760262725779957,0.3536112633263064
R01,03,normal,55,55,50,0,0.010793979279696941,0.024142354726791382,1.6,1.937602627257799,0.39971634889224417
R01,03,normal,56,56,54,0,0.008935327641665936,0.022517390549182892,1.3103448275862093,1.487684729064042,0.372812397082044
R01,03,normal,57,57,54,0,0.010561415925621986,0.024675806984305382,1.1103448275862093,1.0673234811165877,0.40854852748852644
R01,03,normal,58,58,56,0,0.010468881577253342,0.02281336486339569,0.45517241379310464,1.4055829228243024,0.377712738145782
R01,03,normal,59,59,57,0,0.010619156062602997,0.02401338517665863,0.8,1.5714285714285714,0.3975810460901471
R01,03,normal,60,60,57,0,0.011322783306241035,0.023196466267108917,0.8344827586206861,1.0525451559934316,0.3840556113278172
R01,03,normal,61,61,57,0,0.011581934988498688,0.023660559207201004,0.9448275862068953,0.8160919540229873,0.3917394324653807
R01,03,normal,62,62,57,0,0.01134445983916521,0.023211311548948288,1.2,1.0853858784893258,0.3843013993597743
R01,03,normal,63,63,60,0,0.010282272472977638,0.02200557105243206,1.2,1.3136288998357966,0.36433838438327115
R01,03,normal,64,64,60,0,0.010797610506415367,0.021228928118944168,0.9448275862068953,0.9786535303776682,0.35147978457890977
R01,03,normal,65,65,60,0,0.010096481069922447,0.020074982196092606,0.7448275862068954,1.0147783251231541,0.33237431386898536
R01,03,normal,66,66,60,0,0.0108196334913373,0.022507138550281525,1.2,1.5172413793103454,0.3726426583959847
R01,03,normal,67,67,62,0,0.010392901487648487,0.025175485759973526,0.5655172413793139,0.8768472906403945,0.41682153060231847
R01,03,normal,68,68,64,0,0.010989928618073463,0.02372729405760765,1.2,1.0410509031198685,0.3928443375606079
R01,03,normal,69,69,64,0,0.011079483665525913,0.02316443622112274,0.45517241379310464,0.7783251231527091,0.38352530129048523
R01,03,normal,70,70,64,0,0.011283427476882935,0.02400325983762741,0.8,0.9343185550082101,0.39741340446634293
R01,03,normal,71,71,66,0,0.010215697810053825,0.0238996259868145,0.8,0.835796387520526,0.395697575793566
R01,03,normal,72,72,66,0,0.012058001942932606,0.025773614645004272,0.7448275862068954,0.8095238095238095,0.42672453703218277
R01,03,normal,73,73,66,0,0.01192380953580141,0.02697547897696495,1.1448275862068953,1.2758620689655165,0.4466233757358499
R01,03,normal,74,74,66,0,0.011289185844361782,0.025263817980885506,1.6,1.9047619047619047,0.4182840156511898
R01,03,normal,75,75,70,0,0.011419390328228474,0.02431732788681984,1.3103448275862093,1.3152709359605919,0.4026133170410511
R01,03,normal,76,76,70,0,0.012307796627283096,0.025083279237151146,0.9103448275862093,0.8292282430213476,0.415294900119762
R01,03,normal,77,77,72,0,0.013131950050592422,0.03070492297410965,0.8,1.4761904761904763,0.5083704486625221
R01,03,normal,78,78,72,0,0.011284226551651955,0.0252672228962183,0.7448275862068954,0.8817733990147771,0.4183403896188708
R01,03,normal,79,79,72,0,0.012098109349608421,0.0272524394094944,0.9448275862068953,0.7339901477832503,0.4512089107481176
R01,03,normal,80,80,72,0,0.012485709972679615,0.02762671560049057,1.2,1.073891625615764,0.4574056680336141
R01,03,normal,81,81,75,0,0.013272182084619999,0.027958998456597328,1.2,1.2495894909688012,0.46290715666409504
R01,03,normal,82,82,75,0,0.013187192380428314,0.02809017151594162,0.9448275862068953,0.7996715927750402,0.4650789421816005
R01,03,normal,83,83,75,0,0.012532345950603485,0.025820089504122734,0.7448275862068954,0.8193760262725762,0.42749400468404763
R01,03,normal,84,84,75,0,0.013440129347145557,0.0259254053235054,1.0,1.4170771756978655,0.42923768111000615
R01,03,normal,85,85,77,0,0.012315819971263409,0.025425422936677933,0.5655172413793139,0.7060755336617414,0.420959651214632
R01,03,normal,86,86,78,0,0.011241690255701542,0.023945605382323265,0.5655172413793139,0.6371100164203627,0.39645884023131533
R01,03,normal,87,87,80,0,0.010889030061662197,0.02363428846001625,1.0,1.5041050903119864,0.39130447708235383
R01,03,normal,88,88,80,0,0.012367048300802708,0.02477075904607773,0.5448275862068954,1.3661740558292261,0.4101206148793771
R01,03,normal,89,89,80,0,0.01282127108424902,0.02450396493077278,0.6,1.5894909688013137,0.4057033999522314
R01,03,normal,90,90,81,0,0.01240464672446251,0.02458827570080757,0.45517241379310464,1.896551724137932,0.4070993032745035
R01,03,normal,91,91,82,0,0.012923636473715305,0.02662522718310356,0.36551724137931385,2.285714285714287,0.44082438181750316
R01,03,normal,92,92,84,0,0.013547927141189575,0.027254164218902588,1.0,3.220032840722496,0.5135658914728686
R01,03,normal,93,93,84,0,0.014027310535311699,0.027808262035250664,0.5448275862068954,3.0279146141215088,0.48292478525036664
R01,03,normal,94,94,84,0,0.014209972694516182,0.027866411954164505,0.8,3.2577996715927755,0.5195893567986595
R01,03,normal,95,95,85,0,0.011853212490677834,0.02441476285457611,1.7448275862068954,3.6371100164203614,0.5800858998533421
R01,03,normal,96,96,87,0,0.011738957837224007,0.025764796882867813,3.8,4.448275862068966,0.70945945945946
R01,03,normal,97,97,80,0,0.010804357938468456,0.025173135101795197,3.1448275862068953,4.018062397372742,0.6408443327047982
R01,03,normal,98,98,80,0,0.011303124949336052,0.025907069444656372,2.2,3.855500821018062,0.6149172428242199
R01,03,normal,99,99,82,0,0.012342303991317749,0.02602962590754032,0.8,3.4121510673234816,0.5442069976953702
R01,03,normal,100,100,82,0,0.01168428547680378,0.027147449553012848,0.45517241379310464,3.067323481116585,0.4892101403729314
R01,03,normal,101,101,82,0,0.012458671815693378,0.026839623227715492,0.8,3.026272577996715,0.48266289545359325
R01,03,normal,102,102,84,0,0.012573719024658203,0.02921278029680252,0.6,2.464696223316913,0.48366557501829444
R01,03,normal,103,103,84,0,0.013694679364562035,0.029737986624240875,0.4,2.077175697865353,0.49236122869394
R01,03,normal,104,104,85,0,0.012037647888064384,0.028881924226880074,0.4,2.087027914614121,0.4781877091773341
R01,03,normal,105,105,85,0,0.011383588425815105,0.02853863127529621,0.6,2.548440065681445,0.4725039303264142
R01,03,normal,106,106,87,0,0.012039817869663239,0.03174543380737305,0.8,2.1116584564860412,0.5255978150881063
R01,03,normal,107,107,87,0,0.011506332084536552,0.032904867082834244,0.6551724137931046,2.405582922824302,0.5447941379363176
R01,03,normal,108,108,87,0,0.01092479657381773,0.025331594049930573,1.2,3.4761904761904763,0.5544206997695373
R01,03,normal,109,109,90,0,0.011237414553761482,0.02817048318684101,1.2,2.939244663382594,0.46878273622459693
R01,03,normal,110,110,90,0,0.011176763102412224,0.027835849672555923,0.6551724137931046,3.673234811165846,0.5858474753823595
R01,03,normal,111,111,90,0,0.011308216489851475,0.02839890867471695,0.8,4.896551724137931,0.7809553739786302
R01,03,normal,112,112,92,0,0.011309565976262093,0.029736408963799477,2.310344827586209,4.983579638752053,0.7948355332076268
R01,03,normal,113,113,92,0,0.012486472725868225,0.03139690309762955,4.110344827586209,6.006568144499179,0.9579928765975284
R01,03,normal,114,114,103,0,0.010821210220456123,0.03104008175432682,4.4,6.088669950738916,0.9710873664362043
R01,03,normal,115,115,103,0,0.011430641636252403,0.03296857327222824,2.455172413793105,5.596059113300493,0.8925204274041489
R01,03,normal,116,116,103,0,0.011088878847658634,0.03123089298605919,1.2,5.34975369458128,0.8532369578881212
R01,03,normal,117,117,106,0,0.012070029973983765,0.027629967778921127,1.2,5.016420361247947,0.800073329143097
R01,03,normal,118,118,106,0,0.010910244658589363,0.026530269533395767,2.0551724137931044,4.500821018062398,0.7178399329562125
R01,03,normal,119,119,106,0,0.011464390903711319,0.02677803859114647,3.6,4.231527093596059,0.6748900062853554
R01,03,normal,120,120,115,0,0.01021507941186428,0.024901775643229485,3.6,7.571428571428571,1.207573852922691
R01,03,normal,121,121,115,0,0.010007822886109352,0.02498222142457962,2.1448275862068953,6.463054187192118,1.0307982401005664
R01,03,normal,122,122,115,0,0.010572106577455997,0.026387974619865417,1.0344827586206862,5.341543513957307,0.8519275089042535
R01,03,normal,123,123,115,0,0.011682978831231594,0.027277948334813118,1.0344827586206862,4.206896551724138,0.6709616593337527
R01,03,normal,124,124,115,0,0.011147554032504559,0.026506245136260986,1.0344827586206862,3.154351395730706,0.5030902996019279
R01,03,normal,125,125,115,0,0.010468465276062489,0.02346739172935486,1.0344827586206862,2.707717569786535,0.43185627487953093
R01,03,normal,126,126,115,0,0.011530586518347263,0.02341105416417122,1.0344827586206862,2.3431855500821013,0.3876084665360551
R01,03,normal,127,127,115,0,0.011162851005792618,0.024022862315177917,1.0344827586206862,2.1395730706075526,0.3977379556894693
R01,03,normal,128,128,115,0,0.012391478754580021,0.023243052884936333,1.0344827586206862,2.243021346469622,0.38482692932873064
R01,03,normal,129,129,115,0,0.010716376826167107,0.021059207618236542,1.0344827586206862,2.54679802955665,0.40619107479572614
R01,03,normal,130,130,115,0,0.010792044922709465,0.022279910743236542,0.7448275862068954,3.1231527093596054,0.4981143934632309
R01,03,normal,131,131,115,0,0.011459470726549625,0.02308562770485878,1.6,3.5270935960591125,0.5625392834695162
R01,03,normal,132,132,117,0,0.011820931918919086,0.024989724159240723,1.365517241379314,2.371100164203613,0.413745942092019
R01,03,normal,133,133,121,0,0.012883280403912067,0.02439592219889164,2.0,1.917898193760263,0.40391457500948674
R01,03,normal,134,134,121,0,0.011734399013221264,0.02304868772625923,1.1448275862068953,1.530377668308703,0.38160889478083887
R01,03,normal,135,135,121,0,0.012327076867222786,0.0238077063113451,1.0344827586206862,1.3891625615763539,0.39417569454023427
R01,03,normal,136,136,121,0,0.011612700298428535,0.02294975519180298,1.0344827586206862,1.494252873563217,0.37997090412470685
R01,03,normal,137,137,121,0,0.01194697804749012,0.023870375007390976,1.5448275862068954,1.9704433497536946,0.39521327776924287
R01,03,normal,138,138,121,0,0.012117890641093254,0.02292606420814991,2.4,2.6666666666666665,0.425309029960193
R01,03,normal,139,139,127,0,0.010811244137585163,0.02171234041452408,2.4,2.4761904761904767,0.39492981353446505
R01,03,normal,140,140,127,0,0.010560514405369759,0.02149323560297489,1.5448275862068954,1.7569786535303786,0.3558558292397239
R01,03,normal,141,141,127,0,0.010534897446632385,0.022385355085134506,1.0344827586206862,1.3628899835796393,0.37062633303771336
R01,03,normal,142,142,127,0,0.011033161543309689,0.02195797674357891,1.1448275862068953,1.2972085385878496,0.36355038240176935
R01,03,normal,143,143,127,0,0.012204822152853012,0.02275722846388817,1.6,1.6026272577996725,0.3767833078186647
R01,03,normal,144,144,131,0,0.010763602331280708,0.022221099585294724,1.6,2.410509031198688,0.38445422166352444
R01,03,normal,145,145,131,0,0.010602578520774841,0.021035078912973404,0.8551724137931046,1.8571428571428585,0.34827029247579244
R01,03,normal,146,146,131,0,0.009579983539879322,0.020257461816072464,0.8,1.6321839080459772,0.33539556379555735
R01,03,normal,147,147,133,0,0.009692125953733921,0.019632361829280853,0.8,1.8801313628899834,0.32504600646196163
R01,03,normal,148,148,133,0,0.00958166178315878,0.019811667501926422,0.7448275862068954,1.5500821018062376,0.3280147064755531
R01,03,normal,149,149,133,0,0.010029244236648083,0.020000286400318146,1.0344827586206862,1.5484400656814425,0.33113760224319544
R01,03,normal,150,150,133,0,0.00980103388428688,0.019995681941509247,1.0344827586206862,1.8259441707717539,0.33106136786239265
R01,03,normal,151,151,133,0,0.009387588128447533,0.01997169479727745,1.0344827586206862,2.2939244663382574,0.36586004609260414
R01,03,normal,152,152,133,0,0.009936504997313023,0.019056323915719986,1.1448275862068953,2.8440065681444975,0.4535931280117327
R01,03,normal,153,153,133,0,0.00938129797577858,0.018584445118904114,2.6,3.476190476190475,0.5544206997695371
R01,03,normal,154,154,137,0,0.009329739958047867,0.01974717527627945,2.5655172413793137,1.7963875205254567,0.32694693171790135
R01,03,normal,155,155,142,0,0.009642080403864384,0.019650697708129883,2.8,3.9047619047619047,0.6227739367274254
R01,03,normal,156,156,142,0,0.009477153420448303,0.01910133846104145,1.3448275862068955,3.105090311986863,0.4952336056987222
R01,03,normal,157,157,142,0,0.009136759676039219,0.018627051264047623,1.0344827586206862,2.4696223316912955,0.3938822543473706
R01,03,normal,158,158,142,0,0.01010473258793354,0.019773485139012337,1.0344827586206862,2.0935960591132976,0.33390949088623484
R01,03,normal,159,159,142,0,0.010163270868360996,0.02093038707971573,1.0344827586206862,1.8817733990147731,0.3465369471653553
R01,03,normal,160,160,142,0,0.010172243230044842,0.021078526973724365,1.0344827586206862,1.850574712643674,0.3489896465075908
R01,03,normal,161,161,142,0,0.009722771123051643,0.019175488501787186,1.0344827586206862,2.04926108374384,0.3268384663733499
R01,03,normal,162,162,142,0,0.01064529363065958,0.020697060972452164,1.0344827586206862,2.5435139573070598,0.40566729520217903
R01,03,normal,163,163,142,0,0.010333161801099777,0.02030542865395546,1.9448275862068953,3.2610837438423643,0.5201131363922065
R01,03,normal,164,164,142,0,0.010219285264611244,0.0211225226521492,3.2,4.142857142857143,0.6607479572595857
R01,03,normal,165,165,150,0,0.01035355031490326,0.020939745008945465,3.2,2.9638752052545154,0.4727110831761997
R01,03,normal,166,166,150,0,0.010234802030026913,0.022666171193122864,1.9448275862068953,2.3316912972085384,0.37527570509215813
R01,03,normal,167,167,150,0,0.009679404087364674,0.020049232989549637,1.0344827586206862,1.791461412151066,0.33194799344818543
R01,03,normal,168,168,150,0,0.009265528060495853,0.0202023983001709,1.0344827586206862,1.4679802955665007,0.33448389681930674
R01,03,normal,169,169,150,0,0.009731432422995567,0.019913380965590477,1.0344827586206862,1.3908045977011463,0.32969873998384475
R01,03,normal,170,170,150,0,0.009728689678013325,0.019436366856098175,1.1448275862068953,1.5599343185550056,0.321800987657111
R01,03,normal,171,171,150,0,0.009569153189659119,0.01889963261783123,1.6,1.9228243021346456,0.3129144704771012
R01,03,normal,172,172,154,0,0.010286354459822178,0.02040199376642704,1.6,2.2791461412151106,0.3635030379216434
R01,03,normal,173,173,154,0,0.009984923526644707,0.01965233124792576,1.0551724137931047,2.0443349753694626,0.32605279698303047
R01,03,normal,174,174,154,0,0.010342150926589966,0.020701145753264427,1.2,2.055829228243026,0.3427414803576937
R01,03,normal,175,175,157,0,0.009497012943029404,0.019423166289925575,1.2,2.9885057471264367,0.4766394301278025
R01,03,normal,176,176,157,0,0.009859204292297363,0.02044546790421009,0.9448275862068953,2.779967159277503,0.4433794259375655
R01,03,normal,177,177,157,0,0.010022955015301704,0.021341199055314064,1.0344827586206862,2.7356321839080455,0.4363084014246807
R01,03,normal,178,178,157,0,0.009744461625814438,0.021797334775328636,1.0344827586206862,2.617405582922824,0.41745233605698745
R01,03,normal,179,179,157,0,0.010142983868718147,0.021966222673654556,1.0344827586206862,2.5615763546798034,0.40854808296668793
R01,03,normal,180,180,157,0,0.009189273230731487,0.020690925419330597,1.0344827586206862,2.669950738916257,0.4258328095537402
R01,03,normal,181,181,157,0,0.011085410602390766,0.022798463702201843,1.0344827586206862,2.8702791461412156,0.4577833647601093
R01,03,normal,182,182,157,0,0.009701725095510483,0.021097727119922638,1.0344827586206862,3.152709359605911,0.5028284098051542
R01,03,normal,183,183,157,0,0.010377743281424046,0.02112528868019581,1.0344827586206862,3.440065681444989,0.5486591242405194
R01,03,normal,184,184,157,0,0.009944703429937363,0.018033383414149284,1.0344827586206862,3.9211822660098505,0.6253928346951604
R01,03,normal,185,185,157,0,0.009833169169723988,0.01888084225356579,1.0344827586206862,4.484400656814449,0.7152210349884771
R01,03,pause,18,18,18,0,0.014460289850831032,0.022876890376210213,1.5448275862068954,2.540229885057472,0.4051435156086322
R01,03,pause,19,19,18,0,0.012406584806740284,0.020556259900331497,1.0344827586206862,2.275862068965517,0.3629792583280957
R01,03,pause,20,20,18,0,0.012366206385195255,0.020084144547581673,1.0344827586206862,2.0459770114942533,0.33252601165182066
R01,03,pause,21,21,18,0,0.013449857011437416,0.02191150188446045,1.0344827586206862,1.7553366174055836,0.3627809147499045
R01,03,pause,22,22,18,0,0.012429957278072834,0.02060619555413723,1.0344827586206862,1.6830870279146144,0.34116942380599385
R01,03,pause,23,23,18,0,0.011904394254088402,0.021230261772871017,1.0344827586206862,1.866995073891626,0.3515018654108899
R01,03,pause,24,24,18,0,0.01217088382691145,0.021393194794654846,1.1448275862068953,2.3661740558292284,0.3773831971506393
R01,03,pause,25,25,18,0,0.01174280047416687,0.021646661683917046,1.6,3.3152709359605916,0.5287554996857327
R01,03,pause,26,26,22,0,0.010886364616453648,0.020897943526506424,1.6,2.2085385878489325,0.3522417766603815
R01,03,pause,27,27,22,0,0.01134405005723238,0.021697156131267548,1.1448275862068953,2.5106732348111658,0.4004294992667088
R01,03,pause,28,28,22,0,0.010323801077902317,0.019303280860185623,1.0344827586206862,2.862068965517241,0.4564739157762416
R01,03,pause,29,29,22,0,0.011488408781588078,0.020917586982250214,0.9448275862068953,3.4203612479474543,0.5455164466792376
R01,03,pause,30,30,22,0,0.011331279762089252,0.02159378118813038,2.2,4.142857142857143,0.6607479572595857
R01,03,pause,31,31,25,0,0.011228964664041996,0.02161661721765995,2.165517241379314,2.830870279146142,0.45149800963754494
R01,03,pause,32,32,30,0,0.010722768492996693,0.02212579734623432,2.6,2.9146141215106742,0.4648543892729944
R01,03,pause,33,33,30,0,0.011812827549874783,0.023200523108243942,1.8551724137931047,2.651888341543515,0.42295202178923147
R01,03,pause,34,34,30,0,0.009937498718500137,0.021925702691078186,2.4,2.7307060755336616,0.4355227320343602
R01,03,pause,35,35,36,0,0.012565065175294876,0.02487153187394142,2.4,4.428571428571429,0.7063167818981777
R01,03,pause,36,36,36,0,0.011714348569512367,0.023565534502267838,1.5448275862068954,3.3678160919540225,0.5371359731824851
R01,03,pause,37,37,36,0,0.01133368257433176,0.023264450952410698,1.0344827586206862,2.632183908045976,0.419809344227949
R01,03,pause,38,38,36,0,0.010644393041729927,0.021028049290180206,1.0344827586206862,2.175697865353037,0.3481539055206348
R01,03,pause,39,39,36,0,0.01189805381000042,0.02087838016450405,1.1448275862068953,2.050903119868638,0.34567588723558423
R01,03,pause,40,40,36,0,0.011286573484539986,0.02181912586092949,1.6,2.284072249589492,0.3642887073119635
R01,03,pause,41,41,40,0,0.010856229811906815,0.0209343358874321,1.6,1.8374384236453185,0.3466023261650729
R01,03,pause,42,42,40,0,0.01068629790097475,0.021759100258350372,0.8551724137931046,1.313628899835796,0.36025765543061533
R01,03,pause,43,43,40,0,0.010915141552686691,0.021915210410952568,0.8,1.392446633825944,0.36284231549916757
R01,03,pause,44,44,42,0,0.011389423161745071,0.022009538486599922,0.8,1.1986863711001647,0.36440407177449685
R01,03,pause,45,45,42,0,0.010686567984521389,0.022135412320494652,0.7448275862068954,1.1461412151067332,0.3664881199079474
R01,03,pause,46,46,42,0,0.01064509991556406,0.022013720124959946,1.5448275862068954,1.5894909688013137,0.3644733056680657
R01,03,pause,47,47,42,0,0.011336139403283596,0.023447595536708832,2.4,2.2857142857142856,0.3882134689966492
R01,03,pause,48,48,48,0,0.010310481302440166,0.022354887798428535,2.4,2.761904761904762,0.44049863817305707
R01,03,pause,49,49,48,0,0.011066650040447712,0.02261490747332573,1.5448275862068954,1.9031198686371096,0.3744269499835603
R01,03,pause,50,50,48,0,0.010021152906119823,0.021135671064257622,1.0344827586206862,1.3464696223316903,0.34993576081529637
R01,03,pause,51,51,48,0,0.010906457901000977,0.021458353847265244,0.7448275862068954,1.1247947454843992,0.35527830446250164
R01,03,pause,52,52,48,0,0.010466751642525196,0.021412361413240433,0.8,1.3661740558292277,0.3545168241506966
R01,03,pause,53,53,50,0,0.009995242580771446,0.022131772711873055,0.8,1.169129720853858,0.36642786020726426
R01,03,pause,54,54,50,0,0.009886729530990124,0.021357666701078415,0.8551724137931046,1.3760262725779957,0.3536112633263064
R01,03,pause,55,55,50,0,0.010793979279696941,0.024142354726791382,1.6,1.937602627257799,0.39971634889224417
R01,03,pause,56,56,54,0,0.008935327641665936,0.022517390549182892,1.3103448275862093,1.487684729064042,0.372812397082044
R01,03,pause,57,57,54,0,0.010561415925621986,0.024675806984305382,1.1103448275862093,1.0673234811165877,0.40854852748852644
R01,03,pause,58,58,56,0,0.010468881577253342,0.02281336486339569,0.45517241379310464,1.4055829228243024,0.377712738145782
R01,03,pause,59,59,57,0,0.010619156062602997,0.02401338517665863,0.8,1.5714285714285714,0.3975810460901471
R01,03,pause,60,60,57,0,0.011322783306241035,0.023196466267108917,0.8344827586206861,1.0525451559934316,0.3840556113278172
R01,03,pause,61,61,57,0,0.011581934988498688,0.023660559207201004,0.9448275862068953,0.8160919540229873,0.3917394324653807
R01,03,pause,62,62,57,0,0.01134445983916521,0.023211311548948288,1.2,1.0853858784893258,0.3843013993597743
R01,03,pause,63,63,60,0,0.010282272472977638,0.02200557105243206,1.2,1.3136288998357966,0.36433838438327115
R01,03,pause,64,64,60,0,0.010797610506415367,0.021228928118944168,0.9448275862068953,0.9786535303776682,0.35147978457890977
R01,03,pause,65,65,60,0,0.010096481069922447,0.020074982196092606,0.7448275862068954,1.0147783251231541,0.33237431386898536
R01,03,pause,66,66,60,0,0.0108196334913373,0.022507138550281525,1.2,1.5172413793103454,0.3726426583959847
R01,03,pause,67,67,62,0,0.010392901487648487,0.025175485759973526,0.5655172413793139,0.8768472906403945,0.41682153060231847
R01,03,pause,68,68,64,0,0.010989928618073463,0.02372729405760765,1.2,1.0410509031198685,0.3928443375606079
R01,03,pause,69,69,64,0,0.011079483665525913,0.02316443622112274,0.45517241379310464,0.7783251231527091,0.38352530129048523
R01,03,pause,70,70,64,0,0.011283427476882935,0.02400325983762741,0.8,0.9343185550082101,0.39741340446634293
R01,03,pause,71,71,66,0,0.010215697810053825,0.0238996259868145,0.8,0.835796387520526,0.395697575793566
R01,03,pause,72,72,66,0,0.012058001942932606,0.025773614645004272,0.7448275862068954,0.8095238095238095,0.42672453703218277
R01,03,pause,73,73,66,0,0.01192380953580141,0.02697547897696495,1.1448275862068953,1.2758620689655165,0.4466233757358499
R01,03,pause,74,74,66,0,0.011289185844361782,0.025263817980885506,1.6,1.9047619047619047,0.4182840156511898
R01,03,pause,75,75,70,0,0.011419390328228474,0.02431732788681984,1.3103448275862093,1.3152709359605919,0.4026133170410511
R01,03,pause,76,76,70,0,0.012307796627283096,0.025083279237151146,0.9103448275862093,0.8292282430213476,0.415294900119762
R01,03,pause,77,77,72,0,0.013131950050592422,0.03070492297410965,0.8,1.4761904761904763,0.5083704486625221
R01,03,pause,78,78,72,0,0.011284226551651955,0.0252672228962183,0.7448275862068954,0.8817733990147771,0.4183403896188708
R01,03,pause,79,79,72,0,0.012098109349608421,0.0272524394094944,0.9448275862068953,0.7339901477832503,0.4512089107481176
R01,03,pause,80,80,72,0,0.012485709972679615,0.02762671560049057,1.2,1.073891625615764,0.4574056680336141
R01,03,pause,81,81,75,0,0.013272182084619999,0.027958998456597328,1.2,1.2495894909688012,0.46290715666409504
R01,03,pause,82,82,75,0,0.013187192380428314,0.02809017151594162,0.9448275862068953,0.7996715927750402,0.4650789421816005
R01,03,pause,83,83,75,1,0.012532345950603485,0.025820089504122734,0.7448275862068954,0.8193760262725762,0.42749400468404763
R01,03,pause,84,84,75,1,0.013440129347145557,0.0259254053235054,1.0,1.4170771756978655,0.42923768111000615
R01,03,pause,85,85,77,1,0.012315819971263409,0.025425422936677933,0.5655172413793139,0.7060755336617414,0.420959651214632
R01,03,pause,86,86,78,1,0.011241690255701542,0.023945605382323265,0.5655172413793139,0.6371100164203627,0.39645884023131533
