video,frame,cls_cosine_distance,cls_max_abs_difference,patch12_cosine_distance,patch12_max_abs_difference
04,29,0.0006350874900817871,0.004315538331866264,0.0007714351522736251,0.012665394693613052
04,37,0.0006343722343444824,0.0041176192462444305,0.0007566600106656551,0.038330867886543274
04,44,0.0005943179130554199,0.0038444437086582184,0.0013051147107034922,0.1479833424091339
04,52,0.0007148981094360352,0.004816671833395958,0.001384371193125844,0.13004043698310852
04,59,0.0006726980209350586,0.004689961671829224,0.0008416784694418311,0.025101512670516968
04,67,0.0008085370063781738,0.005658578127622604,0.0010433380957692862,0.108848437666893
04,74,0.0006855130195617676,0.0042002154514193535,0.0007946811383590102,0.018600642681121826
04,81,0.0005965232849121094,0.003914572298526764,0.000867739669047296,0.018204152584075928
04,89,0.0006409883499145508,0.00525655085220933,0.0008172639645636082,0.06809667497873306
04,96,0.0006716251373291016,0.004472741857171059,0.0007874463335610926,0.05130300670862198
04,104,0.0007669925689697266,0.00542701780796051,0.0022916418965905905,0.2468852698802948
04,111,0.0008317232131958008,0.004837840795516968,0.0007567061693407595,0.030682086944580078
04,119,0.0007060766220092773,0.004125148057937622,0.0008260786416940391,0.03587159514427185
04,126,0.0007449984550476074,0.004503859207034111,0.0009464719332754612,0.07586563378572464
04,134,0.0006344914436340332,0.004128636792302132,0.0007964810356497765,0.02433684468269348
04,141,0.0007269978523254395,0.004639862105250359,0.0010788512881845236,0.07647392153739929
04,149,0.0006439089775085449,0.004140384495258331,0.0008620467269793153,0.07708752155303955
04,156,0.0007579922676086426,0.0047707585617899895,0.0007691957289353013,0.022584229707717896
04,163,0.0006730556488037109,0.0044145360589027405,0.001748623326420784,0.14496807754039764
04,171,0.0005471706390380859,0.0037813782691955566,0.0008378770435228944,0.033187516033649445
04,178,0.0005882978439331055,0.003997199237346649,0.0007839694153517485,0.014784304425120354
04,186,0.0005801916122436523,0.003902636468410492,0.0007539440994150937,0.013873767107725143
04,193,0.0006658434867858887,0.004015771672129631,0.0011749353725463152,0.19313955307006836
04,201,0.0006938576698303223,0.004014567472040653,0.0012321935500949621,0.11415283381938934
04,208,0.0007908344268798828,0.0044890716671943665,0.0009830320486798882,0.09801735728979111
04,216,0.0005921125411987305,0.004015794023871422,0.0007712530205026269,0.01595790684223175
04,223,0.0007247328758239746,0.004288253374397755,0.0008716292795725167,0.030006274580955505
04,231,0.0007014274597167969,0.004639478400349617,0.0008425282430835068,0.047707512974739075
