scene,video,frame,video_length,phase,conditional_nn,conditional_soft,unconditional_nn,unconditional_soft
R01,01,92,230,114,0.13719181716442108,0.16067370772361755,0.0954742580652237,0.15092140436172485
R01,01,93,230,115,0.13261397182941437,0.1557871252298355,0.09316569566726685,0.14697055518627167
R01,01,94,230,115,0.1321215033531189,0.1541484296321869,0.09446448087692261,0.1478465348482132
R01,01,95,230,120,0.14302237331867218,0.1655140221118927,0.09419779479503632,0.14789199829101562
R01,01,96,230,120,0.14472363889217377,0.16718155145645142,0.09461326897144318,0.1493043601512909
R01,01,97,230,120,0.14083924889564514,0.16332000494003296,0.09209675341844559,0.14710089564323425
R01,01,98,230,120,0.1431521624326706,0.16494807600975037,0.09549140185117722,0.14962925016880035
R01,01,99,230,120,0.1395208090543747,0.16166847944259644,0.09332853555679321,0.14860188961029053
R01,01,100,230,121,0.13739925622940063,0.15963830053806305,0.09232503920793533,0.14537416398525238
R01,01,101,230,124,0.1382756382226944,0.16129863262176514,0.09525211900472641,0.15073394775390625
R01,01,102,230,124,0.13544102013111115,0.1575072705745697,0.09394442290067673,0.14677798748016357
R01,01,103,230,124,0.13685469329357147,0.15894871950149536,0.09611805528402328,0.15021944046020508
R01,01,104,230,124,0.13080695271492004,0.15245920419692993,0.09398958832025528,0.14661282300949097
R01,01,105,230,127,0.13238002359867096,0.15371257066726685,0.09505951404571533,0.14819441735744476
R01,01,106,230,127,0.1314704567193985,0.1523541659116745,0.09338486939668655,0.1445970982313156
R01,01,107,230,127,0.12935848534107208,0.1508207619190216,0.09422338753938675,0.1475662887096405
R01,01,108,230,127,0.1295921951532364,0.15140849351882935,0.09421996027231216,0.14656396210193634
R01,01,109,230,127,0.12652575969696045,0.148226797580719,0.09036733210086823,0.1426522135734558
R01,01,110,230,127,0.13053590059280396,0.15181948244571686,0.09534641355276108,0.14905385673046112
R01,01,111,230,127,0.12572631239891052,0.1475662738084793,0.0919305756688118,0.1440182626247406
R01,01,112,230,127,0.12591850757598877,0.1470443606376648,0.08926039189100266,0.14186638593673706
R01,01,113,230,131,0.1480473428964615,0.1693403273820877,0.09024529159069061,0.14406627416610718
R01,01,114,230,131,0.1430957019329071,0.16380824148654938,0.09055165946483612,0.14216090738773346
R01,01,115,230,131,0.14084474742412567,0.16087347269058228,0.09012431651353836,0.14112618565559387
R01,01,116,230,131,0.14453493058681488,0.16535134613513947,0.09324511885643005,0.1450662761926651
R01,01,117,230,131,0.1425393670797348,0.1638868898153305,0.09289778769016266,0.14469236135482788
R01,01,118,230,131,0.13961778581142426,0.16116535663604736,0.09119465947151184,0.14247509837150574
R01,01,119,230,131,0.13908521831035614,0.1602214127779007,0.09167462587356567,0.14313404262065887
R01,01,120,230,131,0.14020922780036926,0.16175536811351776,0.09225312620401382,0.14333505928516388
R01,01,121,230,131,0.1400558352470398,0.16249044239521027,0.09311731904745102,0.14624713361263275
R01,01,122,230,131,0.13732385635375977,0.15992721915245056,0.09141968935728073,0.14455640316009521
R01,01,123,230,131,0.1368054300546646,0.1580410897731781,0.09064698219299316,0.14246757328510284
R01,01,124,230,131,0.1349606215953827,0.15732987225055695,0.09031665325164795,0.14341898262500763
R01,01,125,230,131,0.13601352274417877,0.15818431973457336,0.09199345856904984,0.14488649368286133
R01,01,126,230,131,0.13773097097873688,0.159531369805336,0.09316083043813705,0.14707817137241364
R01,01,127,230,131,0.13967134058475494,0.16125471889972687,0.09323069453239441,0.14648351073265076
R01,01,128,230,131,0.1390514373779297,0.16118697822093964,0.09388518333435059,0.147821307182312
R01,01,129,230,131,0.1370951533317566,0.15976020693778992,0.09190675616264343,0.14710798859596252
R01,01,130,230,131,0.13705885410308838,0.1592075526714325,0.0929078459739685,0.1474747657775879
R01,01,131,230,131,0.13558590412139893,0.15730325877666473,0.0923161432147026,0.14564798772335052
R01,01,132,230,131,0.13321173191070557,0.1546773612499237,0.0914388969540596,0.14424867928028107
R01,01,133,230,131,0.13286170363426208,0.15516771376132965,0.09153444319963455,0.14490853250026703
R01,01,134,230,131,0.1314195990562439,0.15266041457653046,0.09030746668577194,0.14268463850021362
R01,01,135,230,131,0.1306540071964264,0.15272361040115356,0.09114854782819748,0.14428478479385376
R01,01,136,230,131,0.1314070224761963,0.15284717082977295,0.09128562361001968,0.14532312750816345
R01,01,137,230,131,0.12953564524650574,0.15127594769001007,0.09120060503482819,0.144463911652565
R01,01,138,230,131,0.13276609778404236,0.15387773513793945,0.09225717931985855,0.14509429037570953
R01,01,139,230,131,0.12962400913238525,0.15145838260650635,0.09090122580528259,0.14439505338668823
R01,01,140,230,131,0.12599845230579376,0.14688237011432648,0.08936970680952072,0.14139841496944427
R01,01,141,230,131,0.12945500016212463,0.15119871497154236,0.0921705961227417,0.14581342041492462
R01,01,142,230,131,0.13155822455883026,0.15279802680015564,0.09265255928039551,0.1471763700246811
R01,01,143,230,131,0.13078315556049347,0.15219981968402863,0.09183905273675919,0.14589077234268188
R01,01,144,230,141,0.14774760603904724,0.1696195900440216,0.09253018349409103,0.14611557126045227
R01,01,145,230,141,0.14637121558189392,0.16815632581710815,0.09252827614545822,0.14685381948947906
R01,01,146,230,141,0.14645668864250183,0.16856710612773895,0.09277427196502686,0.1459284871816635
R01,01,147,230,141,0.14755409955978394,0.17002291977405548,0.09241729974746704,0.14786776900291443
R01,01,148,230,141,0.1436726152896881,0.1664353907108307,0.09179843217134476,0.14658059179782867
R01,01,149,230,141,0.14110742509365082,0.16423098742961884,0.09141751378774643,0.14710091054439545
R01,01,150,230,141,0.14101170003414154,0.16292710602283478,0.09217372536659241,0.1455276608467102
R01,01,151,230,141,0.13912460207939148,0.16215434670448303,0.09161824733018875,0.14614705741405487
R01,01,152,230,141,0.14161568880081177,0.16384781897068024,0.09311749041080475,0.14776554703712463
R01,01,153,230,141,0.13823449611663818,0.16021138429641724,0.09110242128372192,0.14597249031066895
R01,01,154,230,141,0.13840192556381226,0.16085582971572876,0.09100928157567978,0.1461687833070755
R01,01,155,230,141,0.14139778912067413,0.16339866816997528,0.09345824271440506,0.1489495486021042
R01,01,156,230,141,0.1416383683681488,0.16337622702121735,0.09469999372959137,0.15088215470314026
R01,01,157,230,141,0.14061987400054932,0.16278764605522156,0.09345928579568863,0.14731872081756592
R01,01,158,230,141,0.14041343331336975,0.1628727912902832,0.0948781967163086,0.15055710077285767
R01,01,159,230,141,0.1433369517326355,0.1653445065021515,0.0952838882803917,0.15114018321037292
R01,01,160,230,141,0.14120706915855408,0.1628996580839157,0.09355545043945312,0.1492563784122467
R01,01,161,230,141,0.13722921907901764,0.15938302874565125,0.09343567490577698,0.14855140447616577
R01,01,162,230,141,0.1391022950410843,0.1602984517812729,0.09522874653339386,0.14937880635261536
R01,01,163,230,141,0.13992492854595184,0.16121411323547363,0.09506304562091827,0.15069852769374847
R01,01,164,230,141,0.14084354043006897,0.16325755417346954,0.09628981351852417,0.15356241166591644
R01,01,165,230,141,0.13602355122566223,0.15785664319992065,0.09268353134393692,0.148322194814682
R01,01,166,230,141,0.13579051196575165,0.15733873844146729,0.09313388913869858,0.14815320074558258
R01,01,167,230,141,0.13512900471687317,0.15640531480312347,0.09182298183441162,0.14663513004779816
R01,01,168,230,141,0.13486450910568237,0.15653668344020844,0.0932445079088211,0.14858360588550568
R01,01,169,230,141,0.13313163816928864,0.15371546149253845,0.09099092334508896,0.14591622352600098
R01,01,170,230,141,0.13326461613178253,0.15451893210411072,0.09265416115522385,0.14665818214416504
R01,01,171,230,141,0.13214997947216034,0.15314246714115143,0.09318844228982925,0.1472797393798828
R01,01,172,230,141,0.12975138425827026,0.15029411017894745,0.0902969017624855,0.14411474764347076
R01,01,173,230,141,0.13120996952056885,0.15151892602443695,0.09050869941711426,0.14503011107444763
R01,01,174,230,141,0.1346350610256195,0.15573269128799438,0.09236373007297516,0.14794893562793732
R01,01,175,230,141,0.13012799620628357,0.15123622119426727,0.09200476855039597,0.14663054049015045
R01,01,176,230,141,0.1314769834280014,0.15191508829593658,0.09041564911603928,0.1443701684474945
R01,01,177,230,141,0.1302546262741089,0.1513509601354599,0.09176322817802429,0.14674317836761475
R01,01,178,230,141,0.13448993861675262,0.15558947622776031,0.0943991094827652,0.15071524679660797
R01,01,179,230,141,0.13425467908382416,0.15478193759918213,0.09403174370527267,0.1485922783613205
R01,01,180,230,150,0.13597577810287476,0.15631014108657837,0.09343301504850388,0.1475319117307663
R01,01,181,230,157,0.13419683277606964,0.15517091751098633,0.09280998259782791,0.14643454551696777
R01,01,182,230,157,0.13511037826538086,0.15575656294822693,0.0929720401763916,0.1480368673801422
R01,01,183,230,157,0.13409675657749176,0.15378151834011078,0.09248703718185425,0.14691025018692017
R01,01,184,230,157,0.13494515419006348,0.1556926816701889,0.09305045008659363,0.14878152310848236
R01,01,185,230,157,0.136757954955101,0.157245934009552,0.09504920989274979,0.15034258365631104
R01,01,186,230,157,0.13273991644382477,0.15298525989055634,0.09150882810354233,0.14781810343265533
R01,01,187,230,157,0.1336756944656372,0.15360531210899353,0.0928165540099144,0.14828741550445557
R01,01,188,230,157,0.13694268465042114,0.15594065189361572,0.09407542645931244,0.15021713078022003
R01,01,189,230,157,0.1292515993118286,0.14946921169757843,0.08927058428525925,0.1440851390361786
R01,01,190,230,157,0.12853175401687622,0.14894403517246246,0.08945880830287933,0.14471735060214996
R01,01,191,230,157,0.13048548996448517,0.15186183154582977,0.09185991436243057,0.14812617003917694
R01,01,192,230,157,0.12837082147598267,0.14927826821804047,0.08947040140628815,0.14498138427734375
R01,01,193,230,157,0.12955759465694427,0.15020596981048584,0.09227746725082397,0.14890289306640625
R01,01,194,230,157,0.1313219666481018,0.15145373344421387,0.0910884216427803,0.14786729216575623
R01,01,195,230,157,0.1300903558731079,0.15003038942813873,0.09154007583856583,0.1478845626115799
R01,01,196,230,157,0.13136698305606842,0.15180490911006927,0.09147590398788452,0.14775796234607697
R01,01,197,230,157,0.12722311913967133,0.1469917595386505,0.08982658386230469,0.14410603046417236
R01,01,198,230,157,0.13197705149650574,0.15257416665554047,0.09120472520589828,0.1479845643043518
R01,01,199,230,157,0.13575707376003265,0.15694662928581238,0.09436257928609848,0.15224000811576843
R01,01,200,230,171,0.13673876225948334,0.1599428355693817,0.09096387773752213,0.14686830341815948
R01,01,201,230,171,0.13445128500461578,0.1567349135875702,0.09169923514127731,0.14687849581241608
R01,01,202,230,171,0.1336919367313385,0.15557169914245605,0.09120342880487442,0.1460116058588028
R01,01,203,230,171,0.1306447833776474,0.15172849595546722,0.08756516128778458,0.14157554507255554
R01,01,204,230,171,0.1358335018157959,0.1578821986913681,0.09189973026514053,0.14742258191108704
R01,01,205,230,171,0.1329774111509323,0.15430162847042084,0.09013370424509048,0.14378470182418823
R01,01,206,230,171,0.13260458409786224,0.15411202609539032,0.09120474755764008,0.14514480531215668
R01,01,207,230,171,0.1313798725605011,0.15179592370986938,0.09059473872184753,0.14291340112686157
R01,01,208,230,171,0.13218501210212708,0.15476307272911072,0.09185086190700531,0.14782677590847015
R01,01,209,230,171,0.12836650013923645,0.15015718340873718,0.09029880911111832,0.1448884904384613
R01,01,210,230,171,0.12889517843723297,0.15056836605072021,0.09094373881816864,0.14565236866474152
R01,01,211,230,171,0.12777487933635712,0.1488538384437561,0.0892513170838356,0.1430360972881317
R01,01,212,230,171,0.12733297049999237,0.14897046983242035,0.0895557850599289,0.14334429800510406
R01,01,213,230,171,0.127744659781456,0.14887729287147522,0.08976617455482483,0.14404329657554626
R01,01,214,230,171,0.12452835589647293,0.14502258598804474,0.08807997405529022,0.14127075672149658
R01,01,215,230,171,0.12494414299726486,0.14580291509628296,0.08977802842855453,0.14381590485572815
R01,01,216,230,171,0.12885765731334686,0.14900104701519012,0.09204627573490143,0.1452411562204361
R01,01,217,230,171,0.12511934340000153,0.14604073762893677,0.09123402088880539,0.14505451917648315
R01,01,218,230,171,0.12914913892745972,0.15044082701206207,0.09406121075153351,0.14865471422672272
R01,01,219,230,171,0.1288335621356964,0.1497896909713745,0.09205397218465805,0.14648236334323883
R01,01,220,230,171,0.1294841319322586,0.14981772005558014,0.09060447663068771,0.14421455562114716
R01,01,221,230,171,0.1300821453332901,0.15025252103805542,0.09304088354110718,0.14705346524715424
R01,01,222,230,171,0.1334163099527359,0.15449601411819458,0.09584775567054749,0.1507880538702011
R01,02,8,256,7,0.14169196784496307,0.16205072402954102,0.09583862125873566,0.15511521697044373
R01,02,9,256,7,0.14421719312667847,0.16522496938705444,0.09919378906488419,0.15851277112960815
R01,02,10,256,7,0.1433800905942917,0.16427531838417053,0.09600772708654404,0.1545504629611969
R01,02,11,256,7,0.1462363302707672,0.1681668609380722,0.09756405651569366,0.15576061606407166
R01,02,12,256,7,0.14783021807670593,0.17012251913547516,0.09810536354780197,0.1558811366558075
R01,02,13,256,7,0.1450750082731247,0.1668449342250824,0.09617762267589569,0.15458430349826813
R01,02,14,256,20,0.14273293316364288,0.16522355377674103,0.0964590534567833,0.1537269502878189
R01,02,15,256,20,0.14358608424663544,0.1670900583267212,0.09880423545837402,0.15652692317962646
R01,02,16,256,20,0.14180609583854675,0.16415393352508545,0.10065514594316483,0.15824933350086212
R01,02,17,256,20,0.14170849323272705,0.1643531173467636,0.10030892491340637,0.1587906777858734
R01,02,18,256,20,0.13788068294525146,0.15986107289791107,0.09765379130840302,0.15425536036491394
R01,02,19,256,20,0.14000611007213593,0.16237647831439972,0.09835601598024368,0.15667396783828735
R01,02,20,256,20,0.14208970963954926,0.16460013389587402,0.09948214888572693,0.15707282721996307
R01,02,21,256,27,0.13915306329727173,0.1608935296535492,0.09950708597898483,0.1575329601764679
R01,02,22,256,27,0.14128774404525757,0.16330723464488983,0.09969169646501541,0.15715402364730835
R01,02,23,256,27,0.1404811292886734,0.1621340960264206,0.09868910163640976,0.1561519205570221
R01,02,24,256,27,0.1389978677034378,0.16188405454158783,0.09908175468444824,0.15715257823467255
R01,02,25,256,27,0.14075900614261627,0.16249233484268188,0.09776599705219269,0.15590128302574158
R01,02,26,256,27,0.14475208520889282,0.1662479043006897,0.09996199607849121,0.15773211419582367
R01,02,27,256,27,0.14663319289684296,0.16807013750076294,0.10079728066921234,0.16017942130565643
R01,02,28,256,27,0.14450031518936157,0.16585804522037506,0.09899295121431351,0.15667025744915009
R01,02,29,256,27,0.14420916140079498,0.16565969586372375,0.09873903542757034,0.15620370209217072
R01,02,30,256,27,0.15039986371994019,0.17185236513614655,0.102850541472435,0.16122683882713318
R01,02,31,256,27,0.1456996500492096,0.16692626476287842,0.10057100653648376,0.15759015083312988
R01,02,32,256,27,0.14187586307525635,0.16297797858715057,0.09727802872657776,0.1529175043106079
R01,02,33,256,27,0.14564169943332672,0.16697321832180023,0.09802315384149551,0.15703967213630676
R01,02,34,256,27,0.14220966398715973,0.16370515525341034,0.09583965688943863,0.15300194919109344
R01,02,35,256,27,0.14316707849502563,0.16424570977687836,0.09515879303216934,0.15105444192886353
R01,02,36,256,27,0.14590047299861908,0.1666209101676941,0.09952203929424286,0.15442806482315063
R01,02,37,256,33,0.14370955526828766,0.16530044376850128,0.09919536113739014,0.15510709583759308
R01,02,38,256,33,0.14837738871574402,0.16965296864509583,0.0987548902630806,0.15604113042354584
R01,02,39,256,33,0.14800389111042023,0.16924189031124115,0.10181406140327454,0.1585080772638321
R01,02,40,256,33,0.1482049822807312,0.16969247162342072,0.10139037668704987,0.1585964411497116
R01,02,41,256,33,0.14765609800815582,0.1684080958366394,0.10131949186325073,0.157813161611557
R01,02,42,256,33,0.14760412275791168,0.16910427808761597,0.10039732605218887,0.15803657472133636
R01,02,43,256,37,0.14936871826648712,0.1705280989408493,0.10255672037601471,0.15940377116203308
R01,02,44,256,37,0.14562132954597473,0.16634488105773926,0.09977251291275024,0.15654516220092773
R01,02,45,256,37,0.14614057540893555,0.16665524244308472,0.09889765083789825,0.1560189574956894
R01,02,46,256,41,0.1449953019618988,0.16527098417282104,0.10070120543241501,0.15646082162857056
R01,02,47,256,41,0.1450646072626114,0.16590362787246704,0.10106141120195389,0.15773658454418182
R01,02,48,256,41,0.14359831809997559,0.16421440243721008,0.09918689727783203,0.1556384414434433
R01,02,49,256,41,0.14355283975601196,0.16408924758434296,0.10025283694267273,0.15659795701503754
R01,02,50,256,41,0.14200977981090546,0.16239029169082642,0.09751230478286743,0.15282338857650757
R01,02,51,256,42,0.1467064768075943,0.1667688935995102,0.10044300556182861,0.15878982841968536
R01,02,52,256,48,0.1440083235502243,0.16404850780963898,0.09900940954685211,0.15534691512584686
R01,02,53,256,48,0.1390037089586258,0.15863989293575287,0.09595856070518494,0.15238142013549805
R01,02,54,256,48,0.1416832059621811,0.1614978164434433,0.09649640321731567,0.1526464968919754
R01,02,55,256,48,0.14156463742256165,0.16193583607673645,0.09848658740520477,0.155429869890213
R01,02,56,256,48,0.14070256054401398,0.16065894067287445,0.09569593518972397,0.15192264318466187
R01,02,57,256,48,0.1395728439092636,0.15846467018127441,0.09465938061475754,0.14886201918125153
R01,02,58,256,48,0.14139486849308014,0.16059157252311707,0.09610136598348618,0.15243448317050934
R01,02,59,256,48,0.14229993522167206,0.16164089739322662,0.09591442346572876,0.1511307954788208
R01,02,60,256,48,0.1403501331806183,0.15971989929676056,0.09670650959014893,0.1519504338502884
R01,02,61,256,48,0.14267592132091522,0.16206803917884827,0.0973258689045906,0.15280316770076752
R01,02,62,256,48,0.14292573928833008,0.16204549372196198,0.09764361381530762,0.1521245688199997
R01,02,63,256,48,0.1450720727443695,0.16397464275360107,0.09902507066726685,0.1540827751159668
R01,02,64,256,48,0.14659926295280457,0.16591575741767883,0.10102300345897675,0.1570204496383667
R01,02,65,256,50,0.14469407498836517,0.16501642763614655,0.097621850669384,0.15143147110939026
R01,02,66,256,50,0.14376534521579742,0.16489197313785553,0.09765420109033585,0.15334363281726837
R01,02,67,256,50,0.1423899531364441,0.16334645450115204,0.09773009270429611,0.15319108963012695
R01,02,68,256,50,0.14151734113693237,0.16273090243339539,0.09799446165561676,0.15320158004760742
R01,02,69,256,50,0.14576248824596405,0.16693183779716492,0.10008037090301514,0.1549805998802185
R01,02,70,256,50,0.14112770557403564,0.16120119392871857,0.09837589412927628,0.15273354947566986
R01,02,71,256,50,0.14284081757068634,0.16223932802677155,0.09996430575847626,0.1556055098772049
R01,02,72,256,50,0.13605447113513947,0.15594443678855896,0.0971267968416214,0.15236161649227142
R01,02,73,256,50,0.13740812242031097,0.1569325029850006,0.09941980987787247,0.15485796332359314
R01,02,74,256,50,0.13986574113368988,0.16009926795959473,0.10015460848808289,0.15616744756698608
R01,02,75,256,50,0.1372467577457428,0.15703149139881134,0.09984845668077469,0.15543627738952637
R01,02,76,256,50,0.13555234670639038,0.15606294572353363,0.09891891479492188,0.1555933952331543
R01,02,77,256,60,0.15795904397964478,0.1794569492340088,0.09849946200847626,0.15583375096321106
R01,02,78,256,60,0.1589902639389038,0.17995086312294006,0.09954877942800522,0.157537579536438
R01,02,79,256,60,0.1558361053466797,0.1761474311351776,0.09807030111551285,0.15544353425502777
R01,02,80,256,60,0.15397901833057404,0.17457500100135803,0.09786710888147354,0.15375080704689026
R01,02,81,256,60,0.1536528468132019,0.17545771598815918,0.09896683692932129,0.15591731667518616
R01,02,82,256,60,0.1522202342748642,0.17309977114200592,0.09728065133094788,0.15353630483150482
R01,02,83,256,60,0.15344350039958954,0.17447300255298615,0.09759234637022018,0.1539715826511383
R01,02,84,256,60,0.15219874680042267,0.17318129539489746,0.09807174652814865,0.152568981051445
R01,02,85,256,60,0.15130841732025146,0.17284201085567474,0.09749148041009903,0.15346315503120422
R01,02,86,256,60,0.14962558448314667,0.17078182101249695,0.09755299985408783,0.15235218405723572
R01,02,87,256,60,0.14374583959579468,0.16540127992630005,0.092945396900177,0.14672783017158508
R01,02,88,256,60,0.14741750061511993,0.168369859457016,0.09586092829704285,0.15042918920516968
