scene,video,variant,frame,source_frame,phase,label,unconditional,top3_weighted,time5,time21,appearance_time_max
R04,05,normal,43,43,17,0,0.02558746561408043,0.03741999715566635,1.2,1.341031849506427,0.5060735247603786
R04,05,normal,44,44,20,0,0.02674080803990364,0.04092254117131233,1.2,1.5565903023530154,0.5534424432627661
R04,05,normal,45,45,20,0,0.028234653174877167,0.045270293951034546,0.8086049543676666,1.2872664059104741,0.612242088940654
R04,05,normal,46,46,20,0,0.027183137834072113,0.04388713091611862,0.6258148631029996,1.117278202023966,0.5935359893788007
R04,05,normal,47,47,20,0,0.02762906439602375,0.04423239827156067,0.42581486310299965,1.046625690693488,0.5982054356865162
R04,05,normal,48,48,20,0,0.029104582965373993,0.045690976083278656,0.4172099087353331,1.1003911342894404,0.617931455740519
R04,05,normal,49,49,21,0,0.026961838826537132,0.04558692127466202,0.4172099087353331,1.1316197926367435,0.616524203261428
R04,05,normal,50,50,21,0,0.027744075283408165,0.046074140816926956,0.42581486310299965,1.0031042403923782,0.6231134317442746
R04,05,normal,51,51,21,0,0.026591649278998375,0.04510466009378433,0.6258148631029996,0.9698267833861068,0.6100020323845413
R04,05,normal,52,52,21,0,0.026575695723295212,0.04285743832588196,0.6258148631029996,1.0445768920345213,0.579610275905522
R04,05,normal,53,53,21,0,0.027160881087183952,0.04032266139984131,0.6086049543676666,1.218662693238966,0.5453295813318074
R04,05,normal,54,54,21,0,0.02614735998213291,0.03888782113790512,0.8,1.4920841869994423,0.5259245913793644
R04,05,normal,55,55,23,0,0.027440406382083893,0.03982554376125336,0.8,1.1003911342894404,0.5386064895439004
R04,05,normal,56,56,23,0,0.02692379802465439,0.03894411399960518,0.6086049543676666,0.9534363941143611,0.5266859042897017
R04,05,normal,57,57,23,0,0.02626863308250904,0.037389349192380905,0.6086049543676666,0.9058173464953134,0.5056590372139989
R04,05,normal,58,58,23,0,0.02914169616997242,0.03796156495809555,0.8,0.9908114484385689,0.5133977670774461
R04,05,normal,59,59,25,0,0.028273556381464005,0.037209462374448776,0.8,1.2539889489042042,0.5032262215291089
R04,05,normal,60,60,25,0,0.029170498251914978,0.040649719536304474,0.6086049543676666,1.0758055503818231,0.5497527634938192
R04,05,normal,61,61,25,0,0.03119945339858532,0.04338648170232773,0.6258148631029996,0.9017197491773784,0.5867651360503604
R04,05,normal,62,62,25,0,0.03173968940973282,0.04287513718008995,0.6258148631029996,0.868442292171107,0.5798496378032795
R04,05,normal,63,63,25,0,0.027855826541781425,0.0381808765232563,0.6086049543676666,1.0343328987396787,0.5163637688208431
R04,05,normal,64,64,25,0,0.030589381232857704,0.04114139825105667,0.8,1.332836654870555,0.556402298478795
R04,05,normal,65,65,27,0,0.03206702694296837,0.044818535447120667,0.8,1.0307319798845234,0.6061324407366442
R04,05,normal,66,66,27,0,0.029283583164215088,0.04054545238614082,0.6086049543676666,0.985161730924444,0.5483426392765316
R04,05,normal,67,67,27,0,0.028188534080982208,0.03911568224430084,0.6258148631029996,1.2150617743838092,0.5290062183712045
R04,05,normal,68,68,27,0,0.03065328299999237,0.04289250820875168,0.6258148631029996,1.585770162041349,0.5800845661403123
R04,05,normal,69,69,27,0,0.02967885695397854,0.04265637695789337,0.6086049543676666,2.0972868938970635,0.5768910925029194
R04,05,normal,70,70,27,0,0.028696730732917786,0.04061416536569595,0.8,2.5714285714285716,0.5492719236806857
R04,05,normal,71,71,29,0,0.02756083756685257,0.03916891664266586,1.182790091264667,1.4516048922828588,0.5297261681752361
R04,05,normal,72,72,29,0,0.026489606127142906,0.039150360971689224,1.5827900912646669,1.7516607686099208,0.5294752185619483
R04,05,normal,73,73,33,0,0.02572975866496563,0.0389656238257885,1.6,1.9815608120692867,0.5269768063308828
R04,05,normal,74,74,33,0,0.02645844593644142,0.03820726275444031,1.0086049543676665,1.6441298814180167,0.516720620077803
R04,05,normal,75,75,33,0,0.02764999121427536,0.04017512500286102,0.8086049543676666,1.4060346433227788,0.5433342774802422
R04,05,normal,76,76,33,0,0.02505621872842312,0.03632219880819321,1.2,1.3625131930216676,0.4912267390465608
R04,05,normal,77,77,36,0,0.025663092732429504,0.0368916355073452,1.2,2.9523809523809526,0.4989278844065926
R04,05,normal,78,78,36,0,0.025508666411042213,0.03713034465909004,0.8086049543676666,2.5734773700875397,0.50215622195332
R04,05,normal,79,79,36,0,0.02568761818110943,0.03809194639325142,0.6258148631029996,2.256534426025952,0.515161064711547
R04,05,normal,80,80,36,0,0.02536771260201931,0.03805585578083992,0.6258148631029996,2.0389271745203947,0.5146729699808641
R04,05,normal,81,81,36,0,0.025056632235646248,0.038557298481464386,0.6258148631029996,1.9206556155708707,0.5214545545415129
R04,05,normal,82,82,36,0,0.02504638396203518,0.03804518282413483,0.6258148631029996,1.996957844415471,0.5145286273504548
R04,05,normal,83,83,36,0,0.025465883314609528,0.0382109135389328,0.6258148631029996,2.160302973862296,0.5167699938222362
R04,05,normal,84,84,36,0,0.026717722415924072,0.03949613496661186,0.6258148631029996,2.3031601167194387,0.5341515167362383
R04,05,normal,85,85,36,0,0.027101151645183563,0.03937303274869919,0.6258148631029996,2.446017259576582,0.5324866643027727
R04,05,normal,86,86,36,0,0.026867937296628952,0.03910991549491882,0.6258148631029996,2.5888744024337247,0.5289282280075488
R04,05,normal,87,87,36,0,0.02601415105164051,0.038199786096811295,0.6258148631029996,2.7317315452908675,0.5166195046644586
R04,05,normal,88,88,36,0,0.025966746732592583,0.03873622417449951,0.6258148631029996,2.7317315452908675,0.5238743718324602
R04,05,normal,89,89,36,0,0.026649581268429756,0.03949626535177231,0.6258148631029996,2.4936363071956293,0.5341532800842538
R04,05,normal,90,90,36,0,0.026789939031004906,0.03922509402036667,0.6258148631029996,2.284720928788726,0.5304859192630454
R04,05,normal,91,91,36,0,0.025891616940498352,0.03894535452127457,0.6258148631029996,2.1254733966598374,0.5267026812865346
R04,05,normal,92,92,36,0,0.025530777871608734,0.03815150260925293,0.6258148631029996,2.015893710808966,0.515966511703643
R04,05,normal,93,93,36,0,0.025900734588503838,0.03902778774499893,0.6258148631029996,1.955981871236109,0.5278175202832884
R04,05,normal,94,94,36,0,0.02605675533413887,0.03926368057727814,0.6258148631029996,1.9457378779412693,0.5310077695128816
R04,05,normal,95,95,36,0,0.025347206741571426,0.037545345723629,0.6258148631029996,1.985161730924444,0.5077687571610823
R04,05,normal,96,96,36,0,0.02575291506946087,0.03778855502605438,0.6258148631029996,2.0742534301856344,0.5110579554050294
R04,05,normal,97,97,36,0,0.02557172067463398,0.03764503449201584,1.2086049543676665,2.3353821319923016,0.5091169626723409
R04,05,normal,98,98,36,0,0.025853151455521584,0.03837522119283676,2.0,2.6666666666666665,0.5189921146099631
R04,05,normal,99,99,41,0,0.02725580893456936,0.039744265377521515,2.0,1.9728689389706346,0.5375072687724266
R04,05,normal,100,100,41,0,0.026370001956820488,0.03903874382376671,1.2086049543676665,1.5939653566772218,0.5279656918979599
R04,05,normal,101,101,41,0,0.025662068277597427,0.038730598986148834,0.6258148631029996,1.264729620661825,0.5237982959609355
R04,05,normal,102,102,41,0,0.02673606015741825,0.03783506900072098,0.6258148631029996,1.0225367852486518,0.5116870172142064
R04,05,normal,103,103,41,0,0.02768728695809841,0.03930124640464783,0.6258148631029996,0.9129570993977804,0.5315158152668253
R04,05,normal,104,104,41,0,0.027222171425819397,0.0394577719271183,0.6258148631029996,0.9795120134103191,0.5336326893687143
R04,05,normal,105,105,41,0,0.026043441146612167,0.0364714115858078,0.8086049543676666,1.2073632582107174,0.49324471451546775
R04,05,normal,106,106,41,0,0.0264473557472229,0.03649525344371796,1.2,1.5842180418451606,0.4935671552954399
R04,05,normal,107,107,44,0,0.02692941389977932,0.03692743182182312,1.2,1.1510523374930157,0.49941199900889766
R04,05,normal,108,108,44,0,0.026628365740180016,0.03514434024691582,0.6086049543676666,0.9027131061029365,0.47529720726987074
R04,05,normal,109,109,44,0,0.02608524076640606,0.03495766967535019,0.4172099087353331,0.8986155087850014,0.4727726471068044
R04,05,normal,110,110,45,0,0.026402350515127182,0.03632541000843048,0.4172099087353331,0.7122369156267487,0.49127016778911325
R04,05,normal,111,111,45,0,0.027686215937137604,0.03928513452410698,0.42581486310299965,0.7787918296392888,0.5312979158334847
R04,05,normal,112,112,45,0,0.0280205886811018,0.03965998440980911,0.8086049543676666,1.0230334637114302,0.5363674406152251
R04,05,normal,113,113,45,0,0.0280090793967247,0.03892477601766586,1.2,1.3666107903396048,0.5264243745883213
R04,05,normal,114,114,48,0,0.029067181050777435,0.042808808386325836,1.2,1.2319488421183333,0.5789525974771226
R04,05,normal,115,115,48,0,0.031629402190446854,0.047346096485853195,0.7913950456323334,0.9129570993977777,0.6403155465930453
R04,05,normal,116,116,48,0,0.025908641517162323,0.03927488625049591,0.8,0.7926367417892853,0.5311593166794686
R04,05,normal,117,117,50,0,0.02819315902888775,0.040205761790275574,0.8,1.619047619047619,0.5437486138825064
R04,05,normal,118,118,50,0,0.02980790100991726,0.04271261394023895,0.6086049543676666,1.2007201837710315,0.5776516496926787
R04,05,normal,119,119,50,0,0.02955760434269905,0.043239712715148926,0.42581486310299965,0.8817284410504745,0.5847802107614005
R04,05,normal,120,120,50,0,0.02891363576054573,0.04413023591041565,0.4172099087353331,0.7137890358229358,0.5968237769443355
R04,05,normal,121,121,51,0,0.03034219890832901,0.044694557785987854,0.4172099087353331,0.9022164276401567,0.604455748680789
R04,05,normal,122,122,51,0,0.03018409200012684,0.04388418421149254,0.42581486310299965,0.7777984727137279,0.5934961377136511
R04,05,normal,123,123,51,0,0.027575932443141937,0.039506834000349045,0.6258148631029996,0.8689389706338867,0.5342962120362508
R04,05,normal,124,124,51,0,0.02795414812862873,0.03964966535568237,0.6258148631029996,1.0614639597690454,0.5362278842151433
R04,05,normal,125,125,51,0,0.03245287761092186,0.0432436540722847,0.8086049543676666,1.3041534736449998,0.5848335142528397
R04,05,normal,126,126,51,0,0.02964075095951557,0.040320418775081635,1.2,1.7142857142857142,0.5452992517459413
R04,05,normal,127,127,54,0,0.026464082300662994,0.04033583402633667,1.2,1.0199913081269025,0.545507729862742
R04,05,normal,128,128,54,0,0.027653200551867485,0.037793539464473724,0.6086049543676666,0.7506674116843612,0.5111253656805924
R04,05,normal,129,129,54,0,0.02727399580180645,0.03840334713459015,0.4172099087353331,0.5955174768734104,0.5193724939675864
R04,05,normal,130,130,55,0,0.026438655331730843,0.037525374442338943,0.4172099087353331,0.7322282237536486,0.5074986626264837
R04,05,normal,131,131,55,0,0.025662489235401154,0.03611518070101738,0.42581486310299965,0.589371080896507,0.4884269958303369
R04,05,normal,132,132,55,0,0.02569323405623436,0.03811805695295334,0.42581486310299965,0.5980629539951584,0.5155141877469884
R04,05,normal,133,133,55,0,0.027817219495773315,0.050277430564165115,0.6,0.9068107034208743,0.6799593382023906
R04,05,normal,134,134,56,0,0.031009409576654434,0.050064850598573685,0.39139504563233346,0.6169988203886508,0.6770843755979639
R04,05,normal,135,135,57,0,0.033672116696834564,0.05252104252576828,0.39139504563233346,0.534053517104365,0.7103022751320672
R04,05,normal,136,136,58,0,0.024760818108916283,0.03895688056945801,0.6,0.6994474452101583,0.5268585612511024
R04,05,normal,137,137,58,0,0.024153094738721848,0.04046964272856712,0.22581486310299964,0.5274104426646818,0.5473173783589639
R04,05,normal,138,138,58,0,0.024683870375156403,0.041634902358055115,0.4172099087353331,0.6062581486310312,0.5630765203359873
R04,05,normal,139,139,59,0,0.022481746971607208,0.04029727727174759,0.4172099087353331,0.45930340845595263,0.5449862826638808
R04,05,normal,140,140,59,0,0.02561606839299202,0.04179868847131729,0.40860495436766653,0.5857701620413497,0.5652915877316523
R04,05,normal,141,141,59,0,0.024482492357492447,0.04090335592627525,1.0,0.9170546967157148,0.5531829791976323
R04,05,normal,142,142,61,0,0.026164961978793144,0.04528801515698433,0.5913950456323335,0.6769106599615078,0.6124817531266428
R04,05,normal,143,143,62,0,0.024872414767742157,0.03854260593652725,0.8,1.095238095238096,0.5212558504108551
R04,05,normal,144,144,62,0,0.026207471266388893,0.040483519434928894,0.42581486310299965,0.6210964177065893,0.5475050489691821
R04,05,normal,145,145,62,0,0.026727700605988503,0.04628610983490944,0.6258148631029996,0.5007760600980969,0.6259801318037146
R04,05,normal,146,146,62,0,0.027561932802200317,0.04650047421455383,0.6086049543676666,0.7183833116036514,0.6288792270852673
R04,05,normal,147,147,62,0,0.025548055768013,0.04348553717136383,0.8,1.1904761904761898,0.588104776728401
R04,05,normal,148,148,64,0,0.029114793986082077,0.04727236181497574,0.6,0.6318370894642088,0.6393183480996096
R04,05,normal,149,149,64,0,0.029640572145581245,0.04552719369530678,0.4,0.6400322841000804,0.615716438726226
R04,05,normal,150,150,65,0,0.029876915737986565,0.041057754307985306,0.4172099087353331,0.5985596324579374,0.5552710855361832
R04,05,normal,151,151,65,0,0.028216565027832985,0.03702099621295929,0.22581486310299964,0.6543738747128567,0.5006773775448009
R04,05,normal,152,152,65,0,0.027496468275785446,0.034951675683259964,0.8,0.9626249456757928,0.4726915834794645
R04,05,normal,153,153,66,0,0.024798959493637085,0.0324440561234951,0.5913950456323335,0.6933010492332515,0.4387781691066869
R04,05,normal,154,154,68,0,0.023189669474959373,0.030660085380077362,1.0,1.327186937356428,0.4146514873638985
R04,05,normal,155,155,68,0,0.023354189470410347,0.0295712910592556,0.5913950456323335,1.0870429006022218,0.399926473425892
R04,05,normal,156,156,68,0,0.023067636415362358,0.028868723660707474,0.8,0.9749177376296022,0.39042484897931873
R04,05,normal,157,157,70,0,0.023668618872761726,0.02900514379143715,0.8,2.142857142857143,0.39226981481722195
R04,05,normal,158,158,70,0,0.023048806935548782,0.02902313694357872,0.6086049543676666,1.8197678028186506,0.39251315684335714
R04,05,normal,159,159,70,0,0.02277856506407261,0.029073111712932587,0.6258148631029996,1.6912522505742853,0.3931890229470019
R04,05,normal,160,160,70,0,0.023304251953959465,0.028296994045376778,0.6258148631029996,1.6825603774756328,0.3826926938849005
R04,05,normal,161,161,70,0,0.02375863865017891,0.02975017949938774,0.6258148631029996,1.8085304525982513,0.40234578690312056
R04,05,normal,162,162,70,0,0.023208577185869217,0.02872186154127121,0.6258148631029996,2.0174458310051544,0.38843866415606215
R04,05,normal,163,163,70,0,0.023929225280880928,0.02902437373995781,0.6258148631029996,2.2555410691003925,0.39252988345881823
R04,05,normal,164,164,70,0,0.023953955620527267,0.029168397188186646,0.6258148631029996,2.4460172595765832,0.40640376303601106
R04,05,normal,165,165,70,0,0.023644300177693367,0.028379514813423157,0.6258148631029996,2.541255354814678,0.42222749450708164
R04,05,normal,166,166,70,0,0.025218816474080086,0.030286196619272232,0.6258148631029996,2.541255354814678,0.42222749450708164
R04,05,normal,167,167,70,0,0.024688664823770523,0.02960321679711342,0.6258148631029996,2.4936363071956307,0.4143156287715464
R04,05,normal,168,168,70,0,0.02460072748363018,0.029444441199302673,0.6258148631029996,2.350779164338488,0.3982109373323245
R04,05,normal,169,169,70,0,0.025035755708813667,0.03017362207174301,0.6258148631029996,2.160302973862297,0.4080724862995416
R04,05,normal,170,170,70,0,0.025255924090743065,0.02935441955924034,0.6258148631029996,1.969826783386107,0.3969934714810703
R04,05,normal,171,171,70,0,0.02529427967965603,0.029613249003887177,0.6258148631029996,1.7588626063202355,0.4004939188172711
R04,05,normal,172,172,70,0,0.02396991476416588,0.02860628440976143,0.6258148631029996,1.6682187868628564,0.38687558209377526
R04,05,normal,173,173,70,0,0.02534620836377144,0.030313121154904366,0.6258148631029996,1.7680511578816667,0.4099590923412959
R04,05,normal,174,174,70,0,0.025719407945871353,0.03163605183362961,0.6086049543676666,2.002048798658968,0.42785060069205866
R04,05,normal,175,175,70,0,0.02601642906665802,0.03314918279647827,1.0,2.2857142857142856,0.44831440555573526
R04,05,normal,176,176,72,0,0.025068506598472595,0.03187502548098564,0.5913950456323335,0.9252498913515856,0.43108251531618896
R04,05,normal,177,177,73,0,0.023087969049811363,0.02944212593138218,0.6,0.7429688955112681,0.3981796253097069
R04,05,normal,178,178,73,0,0.022992581129074097,0.02911294624209404,0.2172099087353331,0.8530452598249207,0.39372775095641477
R04,05,normal,179,179,74,0,0.023886321112513542,0.03039502538740635,0.4,0.7455143726330161,0.411066777183244
R04,05,normal,180,180,74,0,0.024104297161102295,0.0304739847779274,0.6,0.8801763208542861,0.4121346355507283
R04,05,normal,181,181,76,0,0.031837526708841324,0.04219068959355354,0.8,1.0936859750419068,0.5705930683494851
R04,05,normal,182,182,76,0,0.027852332219481468,0.03736406937241554,0.40860495436766653,0.9098528590054007,0.5053171492244846
R04,05,normal,183,183,76,0,0.02668510004878044,0.036477990448474884,0.4172099087353331,0.9241944496181783,0.49333368801819133
R04,05,normal,184,184,77,0,0.02886619046330452,0.03897799551486969,0.4172099087353331,0.9037064630284961,0.5271441228668653
R04,05,normal,185,185,77,0,0.024227356538176537,0.03455646336078644,0.40860495436766653,0.9385360402309559,0.4673466741190792
R04,05,normal,186,186,77,0,0.025797655805945396,0.03525964915752411,1.2,1.380952380952381,0.47685666187338294
R04,05,normal,187,187,79,0,0.028493840247392654,0.03800702840089798,0.9741851368970004,1.2575277829515117,0.5140126213397556
R04,05,normal,188,188,81,0,0.0294655691832304,0.03995095193386078,1.2,2.182777674303099,0.540302528046554
R04,05,normal,189,189,81,0,0.0297193992882967,0.039984773844480515,0.6086049543676666,2.1643384863723845,0.5407599405217677
R04,05,normal,190,190,81,0,0.028052370995283127,0.037999942898750305,0.6086049543676666,2.342521884894766,0.5139167959704576
R04,05,normal,191,191,81,0,0.027715597301721573,0.03818567097187042,0.8,2.6983920034767483,0.5164286096464407
R04,05,normal,192,192,83,0,0.027642976492643356,0.037431132048368454,0.8,4.76494691748929,0.7916920252106907
R04,05,normal,193,193,83,0,0.027099739760160446,0.03652484342455864,0.6086049543676666,6.7234742658471465,1.1170997390218993
R04,05,normal,194,194,83,0,0.027775252237915993,0.03544522449374199,0.8086049543676666,8.831005153039051,1.4672642686939745
R04,05,normal,195,195,83,0,0.028021978214383125,0.03665565326809883,2.8,11.151549015955798,1.8528207297071477
R04,05,normal,196,196,86,0,0.026875849813222885,0.0343475341796875,3.7741851368970005,12.411125597566276,2.062098346451007
R04,05,normal,197,197,94,0,0.02539886347949505,0.03262150287628174,3.8,14.288756441298812,2.3740651723177533
R04,05,normal,198,198,94,0,0.025351746007800102,0.03375627472996712,1.8086049543676666,15.234990997702864,2.531281268374199
R04,05,normal,199,199,94,0,0.025870444253087044,0.03558303043246269,0.6258148631029996,15.062953995157383,2.5026974613948396
R04,05,normal,200,200,94,0,0.026255639269948006,0.03677050769329071,7.8086049543676666,14.94058483888992,2.482365926369103
R04,05,normal,201,201,94,0,0.02715761959552765,0.03803904354572296,15.200000000000003,14.867883528900474,2.470286663296988
R04,05,normal,202,202,132,0,0.026506459340453148,0.038406021893024445,15.2,27.80952380952381,4.620529589552623
R04,05,normal,203,203,132,0,0.026111382991075516,0.03849809244275093,7.808604954367661,27.335382131992294,4.541751338415356
R04,05,normal,204,204,132,0,0.026237746700644493,0.03935164213180542,0.625814863102994,26.91090830073881,4.471225359231713
R04,05,normal,205,205,132,0,0.02621578238904476,0.04349115490913391,0.625814863102994,26.536102315763326,4.40895165200169
R04,05,normal,206,206,132,0,0.025513896718621254,0.043620765209198,0.625814863102994,26.21096417706587,4.3549302167252915
R04,05,normal,207,207,132,0,0.027491487562656403,0.045902326703071594,8.225814863102993,24.26882721797976,4.0322457526587785
R04,05,normal,208,208,132,0,0.02623961865901947,0.043976329267024994,15.825814863102995,22.757310486124045,3.7811084864301696
R04,05,normal,209,209,94,0,0.026432139798998833,0.03897860646247864,15.825814863102996,19.48593779102254,3.2375725942048423
R04,05,normal,210,210,94,0,0.027206700295209885,0.03899615257978439,8.225814863103,19.63494132985658,3.262329410065708
R04,05,normal,211,211,94,0,0.028546901419758797,0.039336271584033966,0.6258148631029996,19.783944868690632,3.287086225926575
R04,05,normal,212,212,94,0,0.028502721339464188,0.040219955146312714,0.6258148631029996,19.932948407524673,3.3118430417874407
R04,05,normal,213,213,94,0,0.027024822309613228,0.038835570216178894,0.6258148631029996,18.272428136834915,3.0359489596979663
R04,05,normal,214,214,94,0,0.027227645739912987,0.03910202533006668,0.6258148631029996,16.611907866145152,2.760054877608491
R04,05,normal,215,215,94,0,0.026984315365552902,0.03963327407836914,7.8086049543676666,14.951387595455392,2.484160795519016
R04,05,normal,216,216,94,0,0.026162713766098022,0.038740359246730804,15.200000000000003,13.290867324765632,2.2082667134295413
R04,05,normal,217,217,132,0,0.027991801500320435,0.04101366549730301,15.2,29.800831936425148,4.951383802853221
R04,05,normal,218,218,132,0,0.02691025286912918,0.03906761109828949,15.40860495436766,31.02253678524864,5.154369062232444
R04,05,normal,219,219,132,0,0.027212442830204964,0.039445389062166214,15.825814863102995,32.24424163407215,5.357354321611669
R04,05,normal,220,220,94,0,0.028296511620283127,0.041068293154239655,15.825814863102996,7.493636307195629,1.2450615310027542
R04,05,normal,221,221,94,0,0.02807432971894741,0.04052814096212387,8.225814863103,7.31594958713603,1.2155390280886709
R04,05,normal,222,222,94,0,0.028089620172977448,0.04055124521255493,0.6258148631029996,7.2375985596324615,1.202521069081832
R04,05,normal,223,223,94,0,0.026835482567548752,0.038755591958761215,0.6258148631029996,7.25858322468492,1.2060076539822369
R04,05,normal,224,224,94,0,0.027870049700140953,0.03903111442923546,0.6258148631029996,7.387098776929287,1.2273604076622346
R04,05,normal,225,225,94,0,0.027392882853746414,0.03788405656814575,0.6086049543676666,7.716334512944684,1.282062655374808
R04,05,normal,226,226,94,0,0.027656860649585724,0.03711046278476715,1.2,8.095238095238098,1.3450171750410038
R04,05,normal,227,227,96,0,0.029070066288113594,0.040761798620224,0.9741851368970004,6.797231017570001,1.1293543628730283
R04,05,normal,228,228,98,0,0.030523017048835754,0.041712768375873566,1.2,4.646178680076984,0.7719587799015913
R04,05,normal,229,229,98,0,0.03166358172893524,0.04513789713382721,0.5913950456323335,2.8223132799403965,0.6104515349843712
R04,05,normal,230,230,98,0,0.03123379312455654,0.04482642561197281,0.8,1.1474514186378577,0.6062391484822662
R04,05,normal,231,231,100,0,0.03208635002374649,0.04721958190202713,0.8,1.170484882349288,0.6386045448229463
R04,05,normal,232,232,100,0,0.029889624565839767,0.0458127036690712,0.6086049543676666,1.0194325448562722,0.6195777174477644
R04,05,normal,233,233,100,0,0.03058171086013317,0.04907098039984703,0.8086049543676666,1.05680759918048,0.6636431293965934
R04,05,normal,234,234,100,0,0.03138013184070587,0.04869794845581055,1.2,1.3589122741665116,0.6585981907243259
R04,05,normal,235,235,103,0,0.030873723328113556,0.05024837329983711,1.2,1.4516048922828588,0.6795663635017996
R04,05,normal,236,236,103,0,0.032999537885189056,0.05208049342036247,0.7913950456323334,1.0045942757807163,0.7043442244760161
R04,05,normal,237,237,103,0,0.03249658644199371,0.04919041693210602,0.8,0.7936300987148448,0.6652584065601382
R04,05,normal,238,238,105,0,0.03215468302369118,0.052046213299036026,0.8,1.3148941454026206,0.7038806150920623
R04,05,normal,239,239,105,0,0.02987923100590706,0.04982168972492218,0.6086049543676666,0.9446824362078606,0.673795832311851
R04,05,normal,240,240,105,0,0.028738144785165787,0.048215270042419434,0.6258148631029996,0.7936300987148448,0.6520703771337897
R04,05,normal,241,241,105,0,0.027758104726672173,0.0445348396897316,0.42581486310299965,0.8617371329235733,0.6022956977432068
R04,05,normal,242,242,105,0,0.0272531695663929,0.04330115020275116,0.8,1.2032656608927796,0.5856111003462913
R04,05,normal,243,243,106,0,0.027796024456620216,0.045196764171123505,0.5913950456323335,0.8842739181722239,0.6112476614226712
R04,05,normal,244,244,108,0,0.027987273409962654,0.04448184370994568,1.0,0.948283355063016,0.6015789723469749
R04,05,normal,245,245,108,0,0.026782101020216942,0.0439387708902359,0.5913950456323335,0.6395356056372999,0.5942343759556716
R04,05,normal,246,246,108,0,0.025773901492357254,0.042882803827524185,0.8,0.6395356056373013,0.5799533226665893
R04,05,normal,247,247,110,0,0.027076151221990585,0.04412300884723663,0.6,1.2857142857142858,0.5967260370829065
R04,05,normal,248,248,110,0,0.030350767076015472,0.048235934227705,0.4,0.9334450859874586,0.6523498426035561
R04,05,normal,249,249,111,0,0.032386090606451035,0.05319857597351074,0.4172099087353331,1.432669025889365,0.7194653367596697
R04,05,normal,250,250,111,0,0.028415927663445473,0.04516877979040146,0.42581486310299965,1.1674427267647616,0.6108691965571789
R04,05,normal,251,251,111,0,0.02964916080236435,0.046235136687755585,0.6258148631029996,1.0471223691562692,0.6252907634924085
R04,05,normal,252,252,111,0,0.030730394646525383,0.04686233401298523,0.6258148631029996,1.0676103557459515,0.6337730720232947
