scene,video,frame,video_length,mse,phase,label,phase_error,negative_psnr,negative_psnr_normalized,phase_error_normalized,negative_psnr_with_phase
R04,01,28,411,0.004725759383291006,7,0,0.4,-23.25528394673444,0.6887247111601073,0.002427582587015762,0.34557614687356153
R04,01,29,411,0.004891152493655682,8,0,0.40779220779220393,-23.105887967737328,0.7044627437857482,0.0025259980973001343,0.3534943709415242
R04,01,30,411,0.0051034241914749146,9,0,0.8,-22.921383320478675,0.7238992786753196,0.007479578781616031,0.36568942872846777
R04,01,31,411,0.005286584608256817,8,0,0.8,-22.768248128082867,0.7400312165643951,0.007479578781616031,0.37375539767300553
R04,01,32,411,0.0056103928945958614,9,0,0.40779220779220393,-22.510067241306206,0.7672291321086048,0.0025259980973001343,0.38487756510295246
R04,01,33,411,0.005907602608203888,10,0,0.4,-22.28588726438759,0.7908452415544207,0.002427582587015762,0.39663641207071826
R04,01,34,411,0.0065038143657147884,10,0,0.2155844155844136,-21.86831863031493,0.8348337667516541,9.841551028444434e-05,0.4174660911309693
R04,01,35,411,0.005859198980033398,11,0,0.4155844155844136,-22.321617529801703,0.7870812574995286,0.002624413607584579,0.3948528355535566
R04,01,36,411,0.006233002059161663,11,0,0.22337662337662323,-22.05302729632564,0.8153757396251585,0.00019683102056888832,0.4077862853228637
R04,01,37,411,0.005751835182309151,11,0,0.6,-22.401935670687052,0.7786201896035253,0.004953580684315896,0.3917868851439206
R04,01,38,411,0.005465148016810417,12,0,0.20779220779220395,-22.62398071223249,0.7552289836844459,0.0,0.37761449184222295
R04,01,39,411,0.004954586736857891,13,0,0.6,-23.049925642638982,0.7103580624155857,0.004953580684315896,0.35765582154995085
R04,01,40,411,0.004500036593526602,13,0,0.22337662337662323,-23.467839546019764,0.6663331650236497,0.00019683102056888832,0.3332649980221093
R04,01,41,411,0.004379817750304937,13,0,0.4155844155844136,-23.58543960656548,0.6539446549575146,0.002624413607584579,0.3282845342825496
R04,01,42,411,0.004348934628069401,14,0,0.6155844155844136,-23.616171204749516,0.6507072525983266,0.005150411704884712,0.3279288321516057
R04,01,43,411,0.004451606422662735,14,0,0.6077922077922097,-23.514832396701358,0.6613827304660161,0.005051996194600341,0.33321736333030827
R04,01,44,411,0.00435725599527359,13,0,1.6,-23.607869238676127,0.6515818183918444,0.01758357117081657,0.33458269478133046
R04,01,45,411,0.0043298108503222466,16,0,1.2,-23.6353107557633,0.6486910077146483,0.012531574976216299,0.33061129134543227
R04,01,46,411,0.004310359247028828,16,0,1.0077922077922097,-23.654865320433576,0.6466310434584017,0.01010399238920061,0.32836751792380114
R04,01,47,411,0.005003916099667549,15,0,0.8155844155844136,-23.00689980704614,0.7148905940730724,0.0076764098021848476,0.36128350193762865
R04,01,48,411,0.005331525579094887,16,0,0.6155844155844136,-22.7314850283432,0.743904003951355,0.005150411704884712,0.3745272078281199
R04,01,49,411,0.00533283781260252,16,0,0.6077922077922097,-22.730416242981562,0.744016594524436,0.005051996194600341,0.3745342953595182
R04,01,50,411,0.005478388629853725,16,0,1.2,-22.61347162696456,0.7563360571674311,0.012531574976216299,0.3844338160718237
R04,01,51,411,0.005603238940238953,19,0,1.7844155844155865,-22.515608574155838,0.7666453836184347,0.019912738247547888,0.3932790609329913
R04,01,52,411,0.005131887272000313,19,0,2.4,-22.89722891986493,0.7264438099770575,0.027687563560017104,0.3770656867685373
R04,01,53,411,0.005083282478153706,24,0,5.4,-22.938557558698484,0.7220900685263028,0.06557753501951911,0.39383380177291094
R04,01,54,411,0.004749242216348648,15,0,4.2,-23.233756803777382,0.6909924755301347,0.05042154643571832,0.37070701098292647
R04,01,55,411,0.0047737425193190575,16,0,3.9922077922077905,-23.21141009178144,0.6933465769244885,0.04779713282813374,0.3705718548763111
R04,01,56,411,0.004613478668034077,22,0,2.6,-23.359714831543343,0.6777235002621966,0.030213561657317242,0.35396853095975694
R04,01,57,411,0.00436116149649024,22,0,1.4077922077922096,-23.60397830837252,0.6519917061844969,0.015155988583800878,0.33357384738414886
R04,01,58,411,0.004480291157960892,22,0,2.2233766233766232,-23.486937618529765,0.6643212896688581,0.025456811993570232,0.34488905083121413
R04,01,59,411,0.004407769069075584,22,0,2.023376623376623,-23.557811670268176,0.6568551038581139,0.022930813896270098,0.33989295887719195
R04,01,60,411,0.0046041058376431465,14,0,6.8,-23.36854701511385,0.6767930790144401,0.08325952170062005,0.38002630035753004
R04,01,61,411,0.003942910581827164,23,0,2.0155844155844136,-24.041830718386162,0.6058663983932916,0.022832398385985653,0.3143493983896386
R04,01,62,411,0.0037537184543907642,23,0,2.0077922077922095,-24.255383045143304,0.5833698525802988,0.02273398287570128,0.30305191772800005
R04,01,63,411,0.003650971222668886,23,0,0.6233766233766233,-24.37591590190607,0.5706723888002947,0.005248827215169157,0.28796060800773193
R04,01,64,411,0.0035125422291457653,23,0,0.6233766233766233,-24.543784457986824,0.5529883732722113,0.005248827215169157,0.27911860024369023
R04,01,65,411,0.0036070223432034254,23,0,1.0233766233766233,-24.42851167495914,0.5651317176400887,0.010300823409769426,0.2877162705249291
R04,01,66,411,0.003548274515196681,23,0,1.0233766233766233,-24.499827879882243,0.5576189534589431,0.010300823409769426,0.28395988843435627
R04,01,67,411,0.0035313700791448355,21,0,1.6155844155844137,-24.520567670281054,0.5554341322868034,0.017780402191385387,0.2866072672390944
R04,01,68,411,0.003580711781978607,23,0,1.6155844155844137,-24.46030634736151,0.5617823263448938,0.017780402191385387,0.2897813642681396
R04,01,69,411,0.0036069105844944715,21,0,1.0233766233766233,-24.428646237315334,0.5651175422468406,0.010300823409769426,0.28770918282830504
R04,01,70,411,0.003616386093199253,21,0,1.0233766233766233,-24.417252095034286,0.566317851546757,0.010300823409769426,0.2883093374782632
R04,01,71,411,0.0036784117110073566,21,0,0.42337662337662324,-24.34339663403587,0.574098112184142,0.0027228291178690227,0.2884104706510055
R04,01,72,411,0.0037478641606867313,21,0,0.4155844155844136,-24.262161582680566,0.5826557714809835,0.002624413607584579,0.292640092544284
R04,01,73,411,0.0038304347544908524,22,0,0.4155844155844136,-24.167519307935446,0.5926258069377768,0.002624413607584579,0.2976251102726807
R04,01,74,411,0.004310392774641514,22,0,0.42337662337662324,-23.654831539489308,0.6466346020923528,0.0027228291178690227,0.3246787156051109
R04,01,75,411,0.0046932147815823555,22,0,0.42337662337662324,-23.285295701596365,0.6855631402775413,0.0027228291178690227,0.34414298469770516
R04,01,76,411,0.005030781030654907,22,0,0.4155844155844136,-22.983645853273718,0.7173402683253667,0.002624413607584579,0.35998234096647563
R04,01,77,411,0.00501477112993598,23,0,0.2155844155844136,-22.997488830371907,0.7158819879441288,9.841551028444434e-05,0.35799020172720664
R04,01,78,411,0.004458598326891661,23,1,0.4,-23.50801651281712,0.6621007457945597,0.002427582587015762,0.33226416419078775
R04,01,79,411,0.004488928243517876,24,1,0.20779220779220395,-23.478573368334335,0.6652024167470324,0.0,0.3326012083735162
R04,01,80,411,0.004539474379271269,25,1,0.8,-23.429944307105966,0.6703252169542665,0.007479578781616031,0.33890239786794124
R04,01,81,411,0.004623848479241133,25,1,0.8233766233766232,-23.349964059256862,0.6787506897046434,0.007774825312469291,0.34326275750855634
R04,01,82,411,0.004651018418371677,24,1,1.0233766233766233,-23.324519406472994,0.6814311418717552,0.010300823409769426,0.34586598264076235
R04,01,83,411,0.004620317369699478,24,1,0.8077922077922096,-23.353281917219565,0.6784011718848547,0.0075779942919004745,0.34298958308837757
R04,01,84,411,0.0042974092066287994,24,1,1.0,-23.667932900863185,0.6452544467887996,0.010005576878916164,0.32763001183385787
R04,01,85,411,0.004228441976010799,26,1,0.5922077922077904,-23.738196245550917,0.6378525955575589,0.004855165174031452,0.3213538803657952
R04,01,86,411,0.004017298109829426,27,1,0.6,-23.9606593957773,0.6144173442223585,0.004953580684315896,0.3096854624533372
R04,01,87,411,0.0039204987697303295,27,1,0.2155844155844136,-24.06658678091231,0.6032584853668878,9.841551028444434e-05,0.3016784504385861
R04,01,88,411,0.004010654054582119,28,1,0.4155844155844136,-23.96784797172063,0.6136600678653407,0.002624413607584579,0.3081422407364626
R04,01,89,411,0.0038513464387506247,28,1,0.22337662337662323,-24.14387413688218,0.5951166937472697,0.00019683102056888832,0.2976567623839193
R04,01,90,411,0.0038445964455604553,28,1,0.4155844155844136,-24.15149239910463,0.5943141523387762,0.002624413607584579,0.29846928297318037
R04,01,91,411,0.0037801365833729506,29,1,10.800000000000002,-24.224925080110403,0.5865784292141298,0.13377948364662276,0.3601789564303763
R04,01,92,411,0.0038222651928663254,29,1,21.200000000000006,-24.176791844178396,0.5916489969935359,0.2651313847062298,0.42839019084988283
R04,01,93,411,0.0037277366500347853,83,1,22.0,-24.285547764351577,0.5801921677575215,0.2752353770954303,0.4277137724264759
R04,01,94,411,0.0037563699297606945,82,1,10.80779220779221,-24.25231644695962,0.5836929015846195,0.13387789915690718,0.35878540037076334
R04,01,95,411,0.0037474341224879026,82,1,10.615584415584413,-24.262659930337747,0.5826032733365202,0.13145031656989142,0.3570267949532058
R04,01,96,411,0.003780219703912735,83,1,20.615584415584415,-24.22482958516178,0.5865884890740212,0.2577502214348982,0.42216935525445964
R04,01,97,411,0.003719029948115349,33,1,30.4077922077922,-24.29570324397448,0.5791223446558076,0.38142571269232023,0.4802740286740639
R04,01,98,411,0.003639371134340763,32,1,31.2,-24.389736538456134,0.5692164618711217,0.39143128957123646,0.48032387572117907
R04,01,99,411,0.0036136906128376722,84,1,20.784415584415587,-24.4204903243061,0.5659767221651547,0.25988255749106065,0.4129296398281077
R04,01,100,411,0.00372906681150198,84,1,11.184415584415586,-24.283998355695843,0.5803553893123323,0.13863464882065418,0.3594950190664933
R04,01,101,411,0.0036719180643558502,87,1,1.3844155844155863,-24.35107018264678,0.5732897466631711,0.014860742052947616,0.2940752443580594
R04,01,102,411,0.0035927342250943184,87,1,1.5844155844155865,-24.445749088304648,0.5633158523441525,0.017386740150247753,0.29035129624720013
R04,01,103,411,0.003574350383132696,90,1,2.9922077922077905,-24.468028771234707,0.5609688120878082,0.03516714234163307,0.29806797721472067
R04,01,104,411,0.0035815234296023846,91,1,5.0,-24.45932203429345,0.5618860182332762,0.060525538824918845,0.31120577852909753
R04,01,105,411,0.0035292627289891243,81,1,14.023376623376624,-24.52316010242165,0.555161034028856,0.17449069973427817,0.36482586688156704
R04,01,106,411,0.0035359119065105915,81,1,12.023376623376624,-24.514985635099045,0.5560221685405343,0.1492307187612768,0.35262644365090556
R04,01,107,411,0.0035950790625065565,33,1,29.399999999999995,-24.442915542288706,0.5636143506032391,0.3686973066955352,0.4661558286493871
R04,01,108,411,0.003687262302264571,82,1,28.615584415584415,-24.33295966713347,0.575197588399803,0.35879014532690356,0.46699386686335326
R04,01,109,411,0.0036648917011916637,35,1,10.0,-24.359388543843213,0.57241345373494,0.12367549125742221,0.3480444724961811
R04,01,110,411,0.0037138257175683975,36,1,10.21558441558442,-24.301784806916338,0.5784816859403832,0.12639832037529122,0.3524400031578372
R04,01,111,411,0.003780365688726306,35,1,1.407792207792204,-24.224661872225038,0.5866061566959202,0.015155988583800808,0.3008810726398605
R04,01,112,411,0.003792611649259925,35,1,2.2,-24.210616253220447,0.5880857842710763,0.025161565462716973,0.3066236748668966
R04,01,113,411,0.0038358676247298717,40,1,2.0,-24.16136388686288,0.5932742461950776,0.022635567365416838,0.30795490678024723
R04,01,114,411,0.0038971349131315947,40,1,1.007792207792204,-24.092545593049767,0.6005238693813392,0.010103992389200537,0.30531393088526987
R04,01,115,411,0.0039720600470900536,40,1,0.6,-24.009841947378984,0.6092362368932612,0.004953580684315896,0.3070949087887886
R04,01,116,411,0.00402813358232379,41,1,0.20779220779221533,-23.948961356595937,0.6156496673647093,1.4372658894882472e-16,0.3078248336823547
R04,01,117,411,0.004115290008485317,42,1,0.5844155844155807,-23.855995542191728,0.6254430970807192,0.004756749663747008,0.31509992337223314
R04,01,118,411,0.004383771680295467,42,1,0.6,-23.58152073266836,0.6543574864517937,0.004953580684315896,0.3296555335680548
R04,01,119,411,0.004466703627258539,44,1,0.6,-23.500128626873877,0.6629316905573,0.004953580684315896,0.33394263562080795
R04,01,120,411,0.00439313892275095,44,1,0.4,-23.572250629695564,0.6553340400646036,0.002427582587015762,0.3288808113258097
R04,01,121,411,0.004282803740352392,45,1,8.0,-23.68271826708937,0.6436968909722923,0.09841551028442086,0.3710562006283566
R04,01,122,411,0.004465105477720499,45,1,8.2,-23.50168277458321,0.6627679697696408,0.10094150838172099,0.3818547390756809
R04,01,123,411,0.004512137267738581,85,1,31.2,-23.456176967652716,0.6675617525671153,0.39143128957123646,0.5294965210691759
R04,01,124,411,0.00451666209846735,47,1,25.192207792207785,-23.45182398759,0.6680203147232434,0.31555293114194793,0.4917866229325957
R04,01,125,411,0.004626203794032335,47,1,25.815584415584418,-23.347752395562754,0.678983676131778,0.3234261719647017,0.5012049240482399
R04,01,126,411,0.004634500946849585,134,1,70.0,-23.33997024776935,0.679803481970545,0.8814749204474625,0.7806392012090038
R04,01,127,411,0.004639446269720793,45,1,19.6,-23.335338505561612,0.6802914101629118,0.2449233999278287,0.46260740504537023
R04,01,128,411,0.004772136453539133,47,1,18.792207792207797,-23.212871466924284,0.6931926292089556,0.2347209920283438,0.4639568106186497
R04,01,129,411,0.004877949133515358,50,1,2.2,-23.11762732753074,0.7032260677475234,0.025161565462716973,0.3641938166051202
R04,01,130,411,0.005357768386602402,50,1,1.607792207792204,-22.7101606463499,0.7461504085854359,0.017681986681100943,0.38191619763326845
R04,01,131,411,0.005339792929589748,47,1,2.6,-22.7247558403515,0.7446128863514598,0.030213561657317242,0.38741322400438855
R04,01,132,411,0.005205878987908363,49,1,1.592207792207796,-22.835059314043594,0.7329930309889452,0.017485155660532197,0.3752390933247387
R04,01,133,411,0.004933448508381844,52,1,1.6,-23.068494002765686,0.7084019893041109,0.01758357117081657,0.36299278023746373
R04,01,134,411,0.005911277141422033,52,1,5.1922077922077845,-22.28318678924031,0.7911297215401466,0.06295312141193446,0.4270414214760405
R04,01,135,411,0.006088697351515293,52,1,5.015584415584419,-22.154756127139933,0.8046591750357288,0.060722369845487734,0.4326907724406083
R04,01,136,411,0.005553757771849632,76,1,18.6,-22.554130660051264,0.762587296856664,0.232293409441328,0.49744035314899604
R04,01,137,411,0.005630607716739178,53,1,4.81558441558442,-22.494447288106656,0.7688746070050225,0.058196371748187606,0.41353548937660506
R04,01,138,411,0.0056804693304002285,54,1,4.81558441558442,-22.456157806300936,0.7729081902240793,0.058196371748187606,0.41555228098613345
R04,01,139,411,0.0060201711021363735,54,1,0.6,-22.203911652774448,0.7994809147414442,0.004953580684315896,0.4022172477128801
R04,01,140,411,0.006569662597030401,55,1,0.5922077922077961,-21.824569342470067,0.8394425100663877,0.004855165174031524,0.4221488376202096
R04,01,141,411,0.006964593194425106,57,1,1.0,-21.57104245869749,0.8661501523675704,0.010005576878916164,0.4380778646232433
R04,01,142,411,0.007054345216602087,57,1,0.607792207792204,-21.515432911957685,0.872008307766151,0.005051996194600269,0.43853015198037565
R04,01,143,411,0.006779377814382315,57,1,0.6233766233766233,-21.688101622066252,0.8538186228003428,0.005248827215169157,0.429533725007756
R04,01,144,411,0.006479055620729923,57,1,0.42337662337662324,-21.884882917520958,0.833088811537873,0.0027228291178690227,0.417905820327871
R04,01,145,411,0.006751145236194134,57,1,10.615584415584419,-21.70622549010259,0.8519093744499291,0.13145031656989148,0.4916798455099103
R04,01,146,411,0.006509480066597462,58,1,12.01558441558442,-21.8645369856319,0.8352321419140891,0.14913230325099244,0.4921822225825408
R04,01,147,411,0.006592935882508755,7,1,39.4,-21.809211478279707,0.8410603753483759,0.49499721156054194,0.6680287934544589
R04,01,148,411,0.006519188638776541,51,1,13.392207792207795,-21.858064520639044,0.835913979979007,0.1665190434012401,0.5012165116901235
R04,01,149,411,0.006705401465296745,59,1,11.792207792207797,-21.735752149871047,0.8487989056282002,0.14631105862283905,0.49755498212551963
R04,01,150,411,0.006749880965799093,60,1,1.8,-21.707038858878548,0.8518236905886991,0.020109569268116703,0.4359666299284079
R04,01,151,411,0.006858262699097395,60,1,0.21558441558441926,-21.637858836737806,0.8591114198355124,9.841551028451585e-05,0.4296049176728985
R04,01,152,411,0.006816905923187733,61,1,0.4155844155844193,-21.66412699447688,0.8563442160172554,0.0026244136075846505,0.42948431481242005
R04,01,153,411,0.0068876538425683975,61,1,0.22337662337662323,-21.61928687634552,0.8610678722148737,0.00019683102056888832,0.4306323516177213
R04,01,154,411,0.006726884748786688,61,1,4.015584415584419,-21.72186012988336,0.8502623524041438,0.04809237935898707,0.4491773658815654
R04,01,155,411,0.006856652908027172,62,1,4.015584415584419,-21.63887834484424,0.8590040203462566,0.04809237935898707,0.4535481998526218
R04,01,156,411,0.006848529912531376,44,1,25.8,-21.64402643017754,0.858461698287263,0.32322934094413286,0.590845519615698
R04,01,157,411,0.006485822610557079,62,1,26.792207792207797,-21.880349336016405,0.8335663990479829,0.3357609159203492,0.584663657484166
R04,01,158,411,0.005870881490409374,120,1,39.392207792207785,-22.312966862005553,0.7879925570734752,0.49489879605025744,0.6414456765618664
R04,01,159,411,0.005535176023840904,121,1,36.4,-22.568685635897307,0.7610540113809227,0.4571072401010399,0.6090806257409813
R04,01,160,411,0.005531091243028641,57,1,28.0,-22.57189177181349,0.760716262855227,0.3510153200144343,0.5558657914348306
R04,01,161,411,0.005425749346613884,63,1,14.407792207792212,-22.655402732166756,0.7519188492470353,0.17934586490830964,0.4656323570776725
R04,01,162,411,0.005319586955010891,64,1,4.2,-22.741220876529905,0.7428783866795301,0.05042154643571832,0.3966499665576242
R04,01,163,411,0.005110406782478094,57,1,3.0155844155844194,-22.915445291501634,0.724524816888597,0.0354623888724864,0.37999360288054174
R04,01,164,411,0.005077411886304617,58,1,1.8155844155844192,-22.943576046289614,0.7215613988661769,0.02030640028868559,0.3709338995774312
R04,01,165,411,0.0050619314424693584,58,1,9.223376623376621,-22.95683741113536,0.7201643880898231,0.1138667453990749,0.417015566744449
R04,01,166,411,0.005040464457124472,58,1,11.007792207792205,-22.975294433416682,0.7182200437989956,0.13640389725420726,0.4273119705266014
R04,01,167,411,0.004929506219923496,14,1,39.2,-23.071965810681007,0.7080362537159908,0.49247121346324185,0.6002537335896163
R04,01,168,411,0.004998673684895039,68,1,14.0,-23.01145213212404,0.7144110320321159,0.1741954532034249,0.4443032426177704
R04,01,169,411,0.0050318483263254166,68,1,13.407792207792209,-22.982724581893134,0.7174373191238019,0.16671587442180894,0.4420765967728054
R04,01,170,411,0.004777383059263229,62,1,4.607792207792204,-23.208099347990117,0.6936953453060255,0.05557195814060295,0.3746336517233142
R04,01,171,411,0.004757080227136612,62,1,5.4,-23.22659524235149,0.6917469060585052,0.06557753501951911,0.37866222053901216
R04,01,172,411,0.004644864704459906,72,1,3.976623376623377,-23.330269316083875,0.6808254209838305,0.04760030180756492,0.3642128613956977
R04,01,173,411,0.004586686380207539,73,1,2.376623376623377,-23.38500954221997,0.675058843659273,0.027392317029163848,0.35122558034421847
R04,01,174,411,0.004524020478129387,74,1,0.39220779220779034,-23.44475437893695,0.6687650585401729,0.0023291670767313175,0.3355471128084521
R04,01,175,411,0.0045617627911269665,75,1,0.6,-23.4086730151948,0.6725660288444842,0.004953580684315896,0.3387598047644001
R04,01,176,411,0.004456428345292807,75,1,0.42337662337662324,-23.51013072085593,0.6618780257768221,0.0027228291178690227,0.33230042744734556
R04,01,177,411,0.004579252563416958,75,1,0.42337662337662324,-23.39205402798262,0.6743167463986391,0.0027228291178690227,0.3385197877582541
R04,01,178,411,0.004672017879784107,75,1,0.4155844155844136,-23.30495503850127,0.6834921388510984,0.002624413607584579,0.3430582762293415
R04,01,179,411,0.0047155278734862804,76,1,0.4155844155844136,-23.264696836880375,0.6877331157154858,0.002624413607584579,0.3451787646615352
R04,01,180,411,0.004982420243322849,76,1,11.407792207792212,-23.02559644591753,0.7129210075117537,0.14145589344880763,0.42718845048028065
R04,01,181,411,0.005153840407729149,76,1,22.800000000000004,-22.87869033809113,0.7283967461052435,0.2853393694846309,0.5068680577949372
R04,01,182,411,0.005133751779794693,133,1,22.8,-22.895651335748862,0.7266099996593705,0.28533936948463084,0.5059746845720007
R04,01,183,411,0.004881936125457287,133,1,11.407792207792204,-23.114079071275377,0.7035998567416175,0.14145589344880752,0.4225278750952125
R04,01,184,411,0.0048948293551802635,133,1,0.4155844155844193,-23.102624440846196,0.7048065381303623,0.0026244136075846505,0.3537154758689735
R04,01,185,411,0.004893628414720297,134,1,0.6155844155844192,-23.103690107838354,0.7046942760601028,0.005150411704884784,0.35492234388249383
R04,01,186,411,0.004914306104183197,134,1,0.8233766233766232,-23.0853779551217,0.7066233591507929,0.007774825312469291,0.3571990922316311
R04,01,187,411,0.005015471950173378,133,1,11.423376623376623,-22.996881941067283,0.7159459203453918,0.1416527244693764,0.4287993224073841
R04,01,188,411,0.004981040023267269,133,1,21.623376623376622,-23.026799686441898,0.7127942528376578,0.27047862743168327,0.49163644013467056
R04,01,189,411,0.004905217792838812,81,1,21.42337662337662,-23.093417050774605,0.7057764852890238,0.2679526293343831,0.4868645573117034
R04,01,190,411,0.004894477315247059,81,1,11.807792207792208,-23.102936800047136,0.7047736328317838,0.14650788964340783,0.42564076123759587
R04,01,191,411,0.004848543554544449,81,1,2.4,-23.143886987620142,0.7004597591092351,0.027687563560017104,0.3640736613346261
R04,01,192,411,0.004803065210580826,87,1,2.4,-23.18481516962295,0.6961482035506962,0.027687563560017104,0.36191788355535665
R04,01,193,411,0.004797573667019606,87,1,1.4077922077922096,-23.189783479245424,0.6956248198595308,0.015155988583800878,0.35539040422166585
R04,01,194,411,0.004842904396355152,87,1,0.42337662337662324,-23.14894104264472,0.6999273426184934,0.0027228291178690227,0.35132508586818123
R04,01,195,411,0.00488421693444252,87,1,0.6,-23.112050549361996,0.7038135502042457,0.004953580684315896,0.35438356544428085
R04,01,196,411,0.004898012615740299,88,1,0.39220779220779034,-23.099801006038444,0.7051039712300954,0.0023291670767313175,0.3537165691534134
R04,01,197,411,0.004926277324557304,89,1,0.5922077922077904,-23.07481143220673,0.707736483369341,0.004855165174031452,0.35629582427168627
R04,01,198,411,0.0049190884456038475,90,1,0.8,-23.081153687209337,0.707068362200209,0.007479578781616031,0.3572739704909125
R04,01,199,411,0.004897281061857939,89,1,0.6155844155844136,-23.100449704945024,0.7050356344206008,0.005150411704884712,0.35509302306274276
R04,01,200,411,0.004875799175351858,90,1,0.4155844155844136,-23.119541904270445,0.7030243777730272,0.002624413607584579,0.3528243956903059
R04,01,201,411,0.004889476578682661,90,1,0.4155844155844136,-23.107376298654824,0.704305956429793,0.002624413607584579,0.3534651850186888
R04,01,202,411,0.004849168471992016,91,1,0.6155844155844136,-23.14332727168146,0.7005187220596653,0.005150411704884712,0.352834566882275
R04,01,203,411,0.004894348792731762,90,1,0.6155844155844136,-23.10305084154421,0.7047616191965196,0.005150411704884712,0.35495601545070216
R04,01,204,411,0.004857880994677544,91,1,0.6155844155844136,-23.135531284744673,0.7013399857749532,0.005150411704884712,0.35324519873991894
R04,01,205,411,0.004859874956309795,91,1,0.42337662337662324,-23.133749049112218,0.7015277343523809,0.0027228291178690227,0.352125281735125
R04,01,206,411,0.004839504137635231,91,1,0.6233766233766233,-23.15199134496284,0.6996060102926641,0.005248827215169157,0.35242741875391664
R04,01,207,411,0.00486589502543211,91,1,0.6233766233766233,-23.128372645723477,0.7020941084442984,0.005248827215169157,0.3536714678297338
R04,01,208,411,0.004911668132990599,91,1,0.6233766233766233,-23.087709848799083,0.70637770716591,0.005248827215169157,0.3558132671905396
R04,01,209,411,0.004926815629005432,91,1,0.6233766233766233,-23.07433689562671,0.7077864731497121,0.005248827215169157,0.35651765018244064
R04,01,210,411,0.004943620879203081,91,1,0.8233766233766232,-23.05954842203895,0.7093443563094195,0.007774825312469291,0.3585595908109444
R04,01,211,411,0.00495503656566143,91,1,1.2233766233766232,-23.0495313629346,0.7103995975820128,0.01282682150706956,0.3616132095445412
R04,01,212,411,0.004982610698789358,90,1,1.2077922077922096,-23.025430437886758,0.7129384955313238,0.012629990486500745,0.36278424300891227
R04,01,213,411,0.005022590979933739,89,1,1.8,-22.990721876358965,0.7165948487838034,0.020109569268116703,0.36835220902596005
R04,01,214,411,0.005046857055276632,92,1,0.9844155844155864,-22.969789958376893,0.7187999095245979,0.009808745858347349,0.36430432769147264
R04,01,215,411,0.005034623667597771,92,1,1.0,-22.980329869165082,0.717689588745087,0.010005576878916164,0.3638475828120016
R04,01,216,411,0.005060742609202862,94,1,11.2,-22.9578575046942,0.7200569269264238,0.138831479841223,0.4294442033838234
R04,01,217,411,0.005061065778136253,92,1,20.60779220779221,-22.95758018175116,0.7200861413507654,0.25765180592461384,0.48886897363768966
R04,01,218,411,0.004990753717720509,44,1,50.4,-23.01833861044321,0.7136855799738318,0.6339271069120493,0.6738063434429405
R04,01,219,411,0.004975428804755211,144,1,50.0,-23.031694838602036,0.7122785758768662,0.6288751107174491,0.6705768432971576
R04,01,220,411,0.005034313537180424,98,1,21.607792207792208,-22.980597400735153,0.7176614057872428,0.27028179641111444,0.4939716010991786
R04,01,221,411,0.005049696192145348,92,1,13.799999999999997,-22.967347498108058,0.719057209082831,0.17166945510612472,0.44536333209447787
